ApplicationDate,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other
2018-01-01,0.4514893709913346,-0.47617227903611453,0.8900213008868427,0.39563724166565295,-0.8736719354402456,-0.24557821036601885,0.3481954759291952,-1.1280286864209375,0.4257923357162707,-1.165445155781591,1.020325221815889,0.4531703185129195,-0.23515440442714622,-0.33342591821230494,1.012342621167922,-0.7116301761685493,0.4066708192162485,-0.2585619901763268,0.4068531286444233,-0.3612548926296826,-0.4740257381216224,-0.6211205187671783,2.6812806733973136,0.4633229062729724,-1.1116226090282917,-0.2729681978313349,-0.7290622664739533,-0.6523875357846766,-0.5604109624021928,49.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
2018-01-02,-0.1507947310285882,-0.48209547529698177,1.1057241428470976,-0.22292564663845554,0.08655133667190679,-0.24557821036601885,-0.3731541738101776,0.17341797561513425,-1.2426023578080498,1.1385460583565283,2.033557815476156,0.2780096146322358,-0.23515440442714622,-0.33342591821230494,-0.6053511016727452,-0.7116301761685493,-0.04830667103726738,0.7470841126968474,-0.3622641686241486,-0.564174112011345,-0.48006715288440316,1.1206057148253583,-0.8953398985517154,-0.24326688257485055,-0.9034195533920575,-0.9011651741653364,-0.17426420497194406,-0.0363783796819433,-0.5604109624021928,52.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2018-01-03,0.6235705429970269,-0.4569404786242611,-0.03161811476151915,0.7491017492680007,-0.5403903762451876,-0.7321125548256895,0.3481954759291952,1.8615564573616041,-0.9322733145935368,-0.5894473522470612,-1.006139965504645,-0.25595385849158153,-0.23515440442714622,-0.33342591821230494,-0.8075628170278285,0.8412867979961127,-0.6147195798686826,-0.39529066758202414,-0.5942899536332819,1.9602315584752332,-0.45441009855711284,0.5993850830803125,0.44589281592917046,-0.5689533916653556,-0.6054072803306989,-0.6293697958127927,-0.3634931839413906,0.1769622561671344,-0.5604109624021928,52.0,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
2018-01-04,1.5700169890283342,0.24591243333471188,-0.5218518464893712,1.456030764472696,0.9693192296638669,1.7005591674726637,-0.3731541738101776,1.2503339036258134,-0.1176170161903184,-0.5894473522470612,0.007092628155621875,0.9394710389836318,-0.23515440442714622,-0.33342591821230494,0.6079191904577552,-0.5921750243097291,-0.4952595998986247,-0.2518814359056902,0.06504805381774645,-0.6535914776650291,0.26247074944481075,0.7975759780307207,-0.0011847555644581343,0.23031169588419212,1.7256051798433476,1.464331285720563,0.20146257853185875,-0.2628479958085886,-0.5604109624021928,54.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2018-01-05,-0.23683531703143432,1.0930038483825855,0.43900626769721884,-0.04619339283728168,-1.1691939973142098,-0.7321125548256895,-0.3731541738101776,-0.7496528198225907,0.21374635283873797,-1.741442959316121,-1.006139965504645,-1.2911467019099503,-0.23515440442714622,-0.33342591821230494,0.4057074751026718,1.4385625572902134,-0.5134284181450214,1.4244923157394063,1.2197380984313089,-0.40140276071134856,1.1264688941805565,1.1722926051280107,-0.0011847555644581343,1.3121482468983694,-1.18112688892958,-1.495584270723429,-0.8619280946490472,-0.9795110951442801,1.7844047798663965,36.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2018-01-06,-0.23683531703143432,2.952887474294895,1.0665054443088695,-0.13455951973786862,-0.7037914356583623,0.7274904785533225,-1.0945038235495503,1.1547004428372203,-1.15258128150928,1.1385460583565283,0.007092628155621875,-0.1645888547489961,-0.23515440442714622,2.9991669674679047,-1.616409678448162,0.48292134241965223,-0.42818637920567715,-0.2492092141974355,-0.2404895397714175,0.09715460797595034,3.0234731296936856,-0.3633149890631272,-0.0011847555644581343,-0.38351798890072214,-0.6108707447961972,-0.5096387435277204,-0.7798043532961028,-0.9647539167225812,1.7844047798663965,44.0,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False
2018-01-07,1.5700169890283342,-0.19607201066656896,-0.14927421037620364,1.8978613989756308,-0.9042817054579368,-0.24557821036601885,-1.0945038235495503,-0.48770029679296606,0.506914515288413,1.7145438618910582,0.007092628155621875,-0.9878605651921553,-0.23515440442714622,-0.33342591821230494,-0.6053511016727452,0.36346619056083207,0.032544570159197664,-0.021179628426370296,-0.25944697689397045,0.16172558610835042,-0.18833507013439613,0.69912255353235,-0.0011847555644581343,-0.428812532309023,-0.3768992871706279,-0.8017946625066447,-0.7713199761547465,-0.6835112965428484,-0.5604109624021928,50.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
2018-01-08,0.7956517150027191,0.9463118037462964,-1.0905229752936796,0.4840033685662399,-0.390916389808432,-1.7051812437450309,2.5122444251473137,-0.6914411480382296,-0.4794666456873008,1.1385460583565283,-1.006139965504645,0.6855702135247461,-0.23515440442714622,-0.33342591821230494,-1.009774532382912,-0.472719872450909,-0.6306172958342797,-0.7609396713282048,-0.3873227547245713,-0.522671756023919,0.976849086729097,1.107016633409847,-0.0011847555644581343,-0.2855677967333611,-0.3517504533165554,-0.7107615337169323,1.357542741866319,-0.41725728967066184,1.7844047798663965,42.400000000000006,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2018-01-09,-0.49495707503997266,1.4294860058461603,0.6154904111192456,-0.4880240273402163,2.2693035013397855,0.2409561340936518,2.5122444251473137,0.7638506465707962,-0.5862726786894529,-0.013449548712531388,-1.006139965504645,0.1716445032738766,4.2525250693733545,-0.33342591821230494,0.2034957597475884,1.6774728610078538,-0.5736883319955702,-0.47857491082262804,-0.5574015956341132,0.28968236545561066,1.4696667529013643,-0.5927364167487534,-0.8953398985517154,-0.5477011681526797,0.55560708077567,1.2422813670994886,1.2609458629982482,-0.4593246672226792,-0.5604109624021928,61.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2018-01-10,0.5375299569941807,-0.45964185265118385,0.7919745545412723,0.13053886096389217,0.04171658837348782,-1.7051812437450309,1.7908947754079407,1.0382770992684982,1.4148893661556043,-0.013449548712531388,1.020325221815889,1.369563748116517,-0.23515440442714622,-0.33342591821230494,-0.20092767096257838,-0.5921750243097291,-0.5932198116104466,-0.5952619254164153,0.27069899399174696,-0.49524337593228007,-0.4571653881351174,-1.5298481828441552,-0.8953398985517154,0.3775338028993772,-1.5399413258105834,-0.9913582150680035,2.1376248901075914,1.4788393223844751,-0.5604109624021928,53.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2018-01-11,-0.49495707503997266,0.358973610498211,-1.8356782475200148,-0.6647562811413902,1.7750041251660202,1.214024823012993,1.069545125668568,-0.7787586557147712,-0.4702769910724405,0.5625482548219984,0.007092628155621875,-1.2751641192416376,-0.23515440442714622,-0.33342591821230494,0.2034957597475884,-0.9505404798861896,0.6540695610046827,0.9319127808511287,0.43048783737144897,-0.33729738779655344,0.37778846554441503,-1.006702603598888,-0.4482623270580868,0.4779348700049519,2.6920751464772286,2.237431694353957,0.8788538151777874,-0.33500437411283446,-0.5604109624021928,47.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2018-01-12,-0.49495707503997266,-1.0944647489780206,0.3801782198898766,-0.5763901542408032,0.38765912300165406,-1.21864689928536,0.3481954759291952,-0.6623353121460491,0.16148020899992613,1.1385460583565283,0.007092628155621875,0.3804521752499557,-0.23515440442714622,-0.33342591821230494,-0.6053511016727452,1.5580177091490337,-0.7096516552061051,-0.6389082133179083,-0.5290068317343941,-0.6962790105699951,-1.1046584389661918,0.34889066986591594,-0.8953398985517154,-0.36114633462041923,-0.8318031093932828,-1.343679265651126,0.8805690475411904,3.063610179233236,-0.5604109624021928,56.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2018-01-13,0.19336761298279628,0.3789736915966204,0.0272099330458231,0.307271114765066,-0.6500940045567676,0.2409561340936518,-0.3731541738101776,-0.8161804447190033,1.5089121086173791,1.7145438618910582,-1.006139965504645,0.532430344395156,-0.23515440442714622,-0.33342591821230494,0.4057074751026718,-0.9505404798861896,-0.6306172958342797,-0.06660739746669969,-0.6685633710409435,-0.01607211539617044,0.3981877195760635,-0.6710381931549819,-0.0011847555644581343,-0.5687328977262776,-0.12588970582533446,0.3927225317046127,-0.6405107461187806,-0.8359252405780727,-0.5604109624021928,56.0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
2018-01-14,-1.8716064510855106,1.024701217022962,0.1644753779296217,-1.5484175501472595,-0.33096294731636017,0.2409561340936518,-0.3731541738101776,-0.861918186835287,-0.7369484682286277,1.1385460583565283,1.020325221815889,1.845279948382619,-0.23515440442714622,2.9991669674679047,-0.8075628170278285,-1.4283610873214703,-0.4419643997091946,-0.3859378916031328,0.7024070239061642,1.3286169169205468,1.0568030402633029,-2.1230297250724424,0.44589281592917046,0.08894963932681194,-0.10378238827164239,0.14842757681449606,-0.47026567107120776,-0.8902688093335545,-0.5604109624021928,63.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
