infoavail,housecost,schoolquality,policetrust,streetquality,ëvents,happy
-1.5996538237050628,0.3979660329108318,-0.236516108603286,0.3439897161955516,-1.3272735666635957,-0.21132066654590148,0
-1.5996538237050628,-0.5065022237046951,-0.236516108603286,1.446520857847961,0.38313051408846055,-1.359802549947539,0
0.8689477560867003,0.3979660329108318,-0.236516108603286,-0.7585414254568579,-0.47207152628756754,0.9371612168557361,1
0.8689477560867003,1.3024342895263588,-0.236516108603286,-0.7585414254568579,-0.47207152628756754,0.9371612168557361,0
0.8689477560867003,2.206902546141886,-0.236516108603286,1.446520857847961,1.2383325544644888,0.9371612168557361,1
-1.5996538237050628,-1.410970480320222,-1.2559820939622763,-1.8610725671092672,-2.1824756070396236,-1.359802549947539,0
0.8689477560867003,1.3024342895263588,0.7829498767557045,0.3439897161955516,0.38313051408846055,0.9371612168557361,1
-0.36535303380918127,-1.410970480320222,0.7829498767557045,0.3439897161955516,0.38313051408846055,-0.21132066654590148,0
-0.36535303380918127,1.3024342895263588,0.7829498767557045,-1.8610725671092672,1.2383325544644888,0.9371612168557361,0
-1.5996538237050628,-0.5065022237046951,-0.236516108603286,-0.7585414254568579,-1.3272735666635957,-1.359802549947539,0
-0.36535303380918127,1.3024342895263588,-0.236516108603286,0.3439897161955516,0.38313051408846055,-0.21132066654590148,0
0.8689477560867003,-0.5065022237046951,0.7829498767557045,1.446520857847961,1.2383325544644888,0.9371612168557361,1
-0.36535303380918127,-0.5065022237046951,0.7829498767557045,1.446520857847961,0.38313051408846055,-1.359802549947539,0
-0.36535303380918127,-1.410970480320222,-0.236516108603286,-0.7585414254568579,0.38313051408846055,-1.359802549947539,0
-1.5996538237050628,-0.5065022237046951,0.7829498767557045,-0.7585414254568579,0.38313051408846055,-0.21132066654590148,1
0.8689477560867003,0.3979660329108318,0.7829498767557045,1.446520857847961,0.38313051408846055,0.9371612168557361,0
0.8689477560867003,-1.410970480320222,0.7829498767557045,-0.7585414254568579,0.38313051408846055,0.9371612168557361,1
0.8689477560867003,-1.410970480320222,-1.2559820939622763,0.3439897161955516,0.38313051408846055,0.9371612168557361,0
-0.36535303380918127,-0.5065022237046951,0.7829498767557045,0.3439897161955516,0.38313051408846055,-0.21132066654590148,0
-0.36535303380918127,-0.5065022237046951,-0.236516108603286,-0.7585414254568579,0.38313051408846055,-0.21132066654590148,1
-0.36535303380918127,0.3979660329108318,1.8024158621146948,1.446520857847961,1.2383325544644888,-0.21132066654590148,0
0.8689477560867003,-1.410970480320222,-1.2559820939622763,1.446520857847961,-1.3272735666635957,-0.21132066654590148,1
-0.36535303380918127,0.3979660329108318,-0.236516108603286,-0.7585414254568579,-0.47207152628756754,-0.21132066654590148,1
-1.5996538237050628,1.3024342895263588,-0.236516108603286,-0.7585414254568579,-1.3272735666635957,-1.359802549947539,0
-1.5996538237050628,0.3979660329108318,-0.236516108603286,1.446520857847961,1.2383325544644888,0.9371612168557361,1
-1.5996538237050628,0.3979660329108318,-2.275448079321267,-0.7585414254568579,-0.47207152628756754,-0.21132066654590148,1
0.8689477560867003,0.3979660329108318,-0.236516108603286,-0.7585414254568579,1.2383325544644888,-1.359802549947539,1
0.8689477560867003,0.3979660329108318,-0.236516108603286,-0.7585414254568579,1.2383325544644888,-1.359802549947539,0
-0.36535303380918127,0.3979660329108318,-0.236516108603286,-0.7585414254568579,0.38313051408846055,-0.21132066654590148,0
-0.36535303380918127,-1.410970480320222,-0.236516108603286,0.3439897161955516,0.38313051408846055,0.9371612168557361,0
-1.5996538237050628,-0.5065022237046951,0.7829498767557045,0.3439897161955516,0.38313051408846055,0.9371612168557361,1
-0.36535303380918127,-1.410970480320222,-0.236516108603286,-2.9636037087616764,-2.1824756070396236,-0.21132066654590148,1
-0.36535303380918127,-0.5065022237046951,-0.236516108603286,-0.7585414254568579,0.38313051408846055,-0.21132066654590148,0
0.8689477560867003,0.3979660329108318,0.7829498767557045,-0.7585414254568579,0.38313051408846055,0.9371612168557361,1
0.8689477560867003,-0.5065022237046951,-0.236516108603286,-0.7585414254568579,-1.3272735666635957,0.9371612168557361,1
-0.36535303380918127,1.3024342895263588,-0.236516108603286,0.3439897161955516,-1.3272735666635957,-0.21132066654590148,1
-0.36535303380918127,-1.410970480320222,-0.236516108603286,0.3439897161955516,0.38313051408846055,-1.359802549947539,0
0.8689477560867003,-0.5065022237046951,-0.236516108603286,-0.7585414254568579,-0.47207152628756754,-1.359802549947539,0
-0.36535303380918127,-0.5065022237046951,0.7829498767557045,-0.7585414254568579,-1.3272735666635957,-0.21132066654590148,1
0.8689477560867003,-0.5065022237046951,-0.236516108603286,-0.7585414254568579,0.38313051408846055,0.9371612168557361,0
-0.36535303380918127,0.3979660329108318,-0.236516108603286,0.3439897161955516,-1.3272735666635957,-0.21132066654590148,0
-1.5996538237050628,-1.410970480320222,-1.2559820939622763,0.3439897161955516,-0.47207152628756754,0.9371612168557361,1
0.8689477560867003,0.3979660329108318,0.7829498767557045,0.3439897161955516,0.38313051408846055,0.9371612168557361,1
0.8689477560867003,0.3979660329108318,-0.236516108603286,0.3439897161955516,0.38313051408846055,0.9371612168557361,1
-4.068255403496826,-1.410970480320222,-2.275448079321267,-0.7585414254568579,-2.1824756070396236,-0.21132066654590148,0
0.8689477560867003,-0.5065022237046951,1.8024158621146948,1.446520857847961,1.2383325544644888,-1.359802549947539,1
0.8689477560867003,-1.410970480320222,-0.236516108603286,-0.7585414254568579,0.38313051408846055,-0.21132066654590148,1
0.8689477560867003,-0.5065022237046951,0.7829498767557045,-0.7585414254568579,0.38313051408846055,0.9371612168557361,1
