Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
28395,-1.1433188976830821,-1.3065981380660103,-0.6311530382735442,-1.565052514585054,-2.185720387792687,-0.8414505934985693,-1.063340596410703,0.289087435969662,0.3676135155993348,1.4238670619815048,1.8391164072152575,0.6807862689781098,2.402172599424336,1.9257234654477495,0.8383710231420766,5
28734,-1.013923881782366,-1.395911106904106,-0.43444457918299023,-1.969784376397928,-3.686039532640627,-0.8261015395624932,-1.044216739576844,0.6974768260388762,-0.4629065012820176,0.23105404544119018,2.4954492868976614,0.3679666609446217,3.1008936360387898,2.6897016200267525,0.771138313820243,5
29380,-1.078829060169756,-1.252356605783403,-0.58573461521174,-1.5142913244441714,-2.0453360732615007,-0.8087037059981882,-1.0080839885403947,0.5781952318310966,0.5184168713448032,1.2528649440798119,1.7648427535712667,0.6031290386599114,2.235091110908625,1.8413557624719001,0.9167550573022227,5
30008,-0.9772152153173669,-1.2788253119035857,-0.4392902821571507,-1.7416182584383937,-2.7422107202809394,-0.773975211972143,-0.9733368897979201,0.6712596224008501,-2.241767027994072,0.5150491693990733,2.081715497214388,0.4017179539351671,2.5150746141388423,2.204249951393678,-0.19798533229602513,5
30140,-1.0973840637121965,-1.3804709099824553,-0.26666336374606375,-2.1179926337687056,-4.535028287252997,-0.7842862832158528,-0.9660797442100665,0.47602027844916134,0.8047723321420208,1.874992396922652,2.7653303145072816,0.1182682653708349,3.270982577921652,3.0134622133683417,0.9396398936236829,5
30279,-1.0283488103411396,-1.2554558038609076,-0.4616689574222758,-1.6709617828523244,-2.5054165160709543,-0.7781399443311658,-0.9584549092302761,0.5287955260783712,0.5079087566126902,1.1856968595799362,2.0071280107289455,0.4046755140459222,2.411386281894014,2.1181344394837858,0.9556081144159521,5
30477,-0.8645178359042895,-1.27308193065963,-0.4054324382089216,-1.7694681789109308,-2.84153944385552,-0.7657129203566623,-0.947623788278749,0.25809975088667064,-0.6569394728293096,-0.33942779735132445,2.1634626893677376,0.3203052605986352,2.561149739552784,2.299123418494675,0.9127697584007749,5
30519,-1.0526159175898044,-1.250365438397298,-0.43438266020060845,-1.693162810373033,-2.577603675782215,-0.7698440661644027,-0.9453308060518607,0.42679468038670015,0.477238666138008,1.576462303048684,2.035557859975498,0.36840373442621704,2.4206268166258984,2.1509078470465663,0.7514944386363248,5
30685,-1.0248300797900831,-1.2440941863153323,-0.42504405502214476,-1.6921023910158388,-2.5741112013721623,-0.7632275155617616,-0.9362834687234926,0.44471601726050963,0.27743942832400853,1.3602335897883377,2.038443981319008,0.3504580114760037,2.4093236925032606,2.1542383817242685,0.8908392776061284,5
30834,-1.0423163972633038,-1.200989706670864,-0.47529435803000725,-1.5502858832488084,-2.144088808454469,-0.760674937664296,-0.928183485023041,0.6916638579907368,0.7868587539114547,1.629706731562883,1.8191471783030355,0.42684746272993995,2.1684756831729373,1.902998635923324,0.9156110674158396,5
30917,-1.0011043157031196,-1.2437914218649546,-0.39651905792825,-1.7244026690424399,-2.6825750093731555,-0.7553010894591052,-0.9236799000272939,0.4293100740438003,0.2687213624605157,1.2261284780986914,2.0932127302227688,0.3049057344823817,2.4473699915173954,2.217562240874858,0.9896433594677081,5
31091,-1.0114038360296203,-1.2796625534837593,-0.3100811747914192,-1.8874549041916269,-3.307373389934197,-0.7493226833308305,-0.9142582269131178,0.7465591407657883,0.2555266723466274,1.426315241203126,2.355984529228618,0.18298351052812026,2.715496542716962,2.5245900840655926,0.8190919879759784,5
31107,-1.0019023301914889,-1.2310892872387131,-0.38474676366176314,-1.7139811207484867,-2.647101451281548,-0.750498212625716,-0.9133931919066738,0.2304870168630529,0.6010093227264127,1.3323754743083729,2.0628263316340463,0.2985225112217587,2.398982215020901,2.182400864859138,0.5727157300698927,5
31158,-0.9924194913589343,-1.2096601186297031,-0.414210548062237,-1.6395028820100308,-2.406354003695732,-0.7481807405872275,-0.9106373736023343,0.9988158806847509,0.48308754674355425,1.2573935295837753,1.9475930764501705,0.3407590583550019,2.274226604808519,2.0497051437636373,0.6432084097706452,5
31158,-0.9995176202291685,-1.2612158146151886,-0.3352963594400213,-1.825775638813909,-3.0540837980562214,-0.7487852985103114,-0.9106373736023343,0.6433934278372668,0.6045059477939979,1.3330701247904169,2.258183037957583,0.21505477461882033,2.603096329652443,2.4096961838612625,0.981514962058878,5
31178,-1.0191973108575565,-1.250608519826863,-0.34932557437370204,-1.7904935599700056,-2.9189937395943506,-0.7472403171513191,-0.9095572779864748,0.29291682725124474,0.43064653945500886,1.5561381310695892,2.198091105885692,0.23702990725230197,2.5366688677522027,2.339467186394135,0.9221420014698515,5
31202,-0.98388866981075,-1.219511107956355,-0.3958115995306738,-1.6794881426398267,-2.532910879611609,-0.7454602299333497,-0.9082616181696986,0.6001907416268449,0.23745945290411735,1.1895185797484182,2.0165198559251434,0.3080875939660451,2.34235582882611,2.1289543081690736,0.8313545518390222,5
