AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection
0.002934291838684376,-0.011704222121665133,0.5673984755639686,-0.0032085097428907554,0.24523598449457143,-0.0197875129766507,-0.002929977121463705,0.852567781218097,0.001508839444222718,0.18774952405716763,0.23350973888738774,0.030744721015054138,0.0171266714101732,-0.003833898068792932,0
0.0010843639244205816,-0.11205219881014172,0.6713903012365342,-0.003110737990218149,0.008893073240823973,-0.01960971647173693,-0.0028169526355179943,0.7822405130133464,-0.0037712258616430833,-0.12210892166151863,0.13849778731473833,0.0061918036634264345,0.014577698069814026,-0.005488940284511232,0
0.0023163115809910185,-0.06742891199639127,0.705829152595619,-0.00163649332737112,-0.1387852622928843,-0.020662818846994502,-0.002929977121463705,0.4848858984193995,-0.005212945821046581,-0.24352927952583595,0.1115027481492638,0.0678148119184753,0.011184584207647966,-0.0046181334571642006,0
0.0027296360390589264,0.044020467753061,0.7290134773667656,-0.0017342650800437267,0.05322536110084357,-0.021014992693265625,-0.0028169526355179943,0.5022970182176747,-0.0006490595859231124,0.10680261881428942,0.22001221930466253,0.20357800198034462,0.01415562780891096,-0.0033993433947172393,0
0.001698331323297661,0.044020467753061,0.6367263593456859,-0.0026199621336657638,0.17125288072815553,-0.01960971647173693,-0.0031516789977420277,0.3971475104163427,-0.0037712258616430833,0.33597697391751513,0.2742669548823378,0.21609517553215996,0.014577698069814026,-0.0030513601596174633,0
-0.00035625239059194864,-0.11205219881014172,0.4519270327717422,-0.0022269580297858116,0.11223912091451264,-0.01943533913037927,-0.003710280784051181,0.029465627617645266,-0.007614252117065016,0.0395220741968201,0.1927525228924377,0.0432618945668476,0.010762513946744146,-0.00453156201818813,0
-0.0009742326482853063,-0.19019736937664714,0.3711195318703437,-0.0025221903809931573,0.05322536110084357,-0.020310645000723382,-0.004490584446638657,-0.0053566119789051885,-0.0030503658819415473,-0.12210892166151863,-0.03776393900108501,-0.2285052004329144,0.008213540606384974,-0.006446318550834489,0
0.0014936755236722111,-0.06742891199639127,0.32497597285979357,-0.004191978549185399,0.06790683305449305,-0.020837196188352166,-0.005047012685141112,-0.04052024608128043,-0.006172532157661944,-0.027758470420625316,-0.1735331065686845,-0.3024046673637552,0.005664567266025799,-0.0060983353157347125,0
0.001698331323297661,0.02181766163109973,0.27883241384924345,-0.004880215004272698,0.09755764896086316,-0.020488441505636838,-0.004155858084414425,-0.2678889869763017,-0.014574763739248566,-0.04142483104605811,-0.010768899835586411,-0.12957138639844287,0.00991009753746838,-0.00453156201818813,0
0.001698331323297661,0.03291906469208532,0.2903120309689452,-0.004389439147720138,0.06790683305449305,-0.021014992693265625,-0.003821131722190293,-0.25047786717802645,-0.01145259746352817,-0.06823192304206442,0.2742669548823378,-0.03087828723999473,0.018401158080352788,-0.003922166986964649,0
0.001698331323297661,0.02181766163109973,0.198024912947845,-0.004191978549185399,0.023574545194473457,-0.022064675904967402,-0.004936161747001901,-0.0053566119789051885,-0.005933805800748117,-0.06823192304206442,0.22001221930466253,-0.15436501862607208,0.01372528166053826,-0.0057503520806349365,0
-0.0020055373640462068,-0.1568931601937102,-0.10202076588658186,-0.005568451459359996,-0.06480215852649458,-0.021363747375980954,-0.005270888109226034,-0.023109126283005207,-0.010731737483826635,-0.20305582690439683,-0.13277589057373446,-0.4136149400740187,-0.001552006606679774,-0.007751680052257367,0
-0.005500737392948347,-0.35780678814048134,-0.367627593361924,-0.007730932577294323,-0.16814820620018325,-0.020310645000723382,-0.004490584446638657,-0.197903113277376,-0.014092630116460858,-0.25693282552385105,-0.32279979371900924,-0.5616545888117238,-0.007494093809205761,-0.007926520409405155,0
-0.005500737392948347,-0.2461397338212012,-0.2753404753408238,-0.008125853774363801,-0.0944529744328647,-0.020310645000723382,-0.004155858084414425,0.029465627617645266,-0.006172532157661944,-0.14917882828494264,-0.2142903225636346,-0.37654484917059755,-0.004092704059570068,-0.00766510861328145,0
-0.003650809478684552,-0.07874798962719487,-0.07906153164717841,-0.007142384968069331,-0.02046987066647499,-0.0197875129766507,-0.004490584446638657,0.432311144518749,-0.0013699195656246483,-0.16258237428295774,-0.09228333182548655,-0.1172949277226509,-0.0028264932768593608,-0.006880873224910336,0
-0.0032374850206166443,-0.134472679501921,-0.18282826678798036,-0.007142384968069331,-0.10913444638651418,-0.0197875129766507,-0.004155858084414425,0.3971475104163427,-0.005933805800748117,-0.17598592028097285,-0.07852115499603508,-0.24078165910872826,-0.004092704059570068,-0.006359747111858417,0
-0.006118717650641705,-0.25724113688218675,-0.3791072104816053,-0.008125853774363801,-0.1387852622928843,-0.020488441505636838,-0.0034864053599661603,0.15202625521722143,-0.007614252117065016,-0.13577528228695143,-0.2277878421463598,-0.598724679715145,-0.007494093809205761,-0.007926520409405155,0
-0.00735467816602842,-0.29076302063495163,-0.33296365147107565,-0.008223625527036408,-0.02046987066647499,-0.020488441505636838,-0.0042667090225536365,0.012054507819370038,-0.007132118494277732,-0.13577528228695143,-0.35005949013123405,-0.611001138390937,-0.007494093809205761,-0.007838251491233439,0
-0.003855465278310002,-0.2126178500684363,-0.18282826678798036,-0.007830621423156455,0.008893073240823973,-0.01960971647173693,-0.0053817390473652445,-0.18049199347910078,-0.012412183800143533,-0.21645937290241193,-0.26854505814130986,-0.3517512169429902,-0.00027751993650018724,-0.005836923519611008,0
-0.0024148489632978367,-0.134472679501921,-0.14816432489713197,-0.008125853774363801,-0.005788398712825509,-0.019083165284108146,-0.004823137261056092,-0.3030526210786769,-0.014331356473375112,-0.37835318338816837,-0.06502363541328578,-0.21598802688109905,0.00524249700512198,-0.006359747111858417,0
-0.0030328292209911944,-0.08984939268818044,-0.10202076588658186,-0.007928393175829062,0.09755764896086316,-0.019083165284108146,-0.003931982660329503,-0.11050611978020614,-0.00569039853487466,-0.23012573352782084,0.1927525228924377,-0.16664147730186404,0.007791470345481153,-0.005923494958587079,0
0.0010843639244205816,0.06644094844485018,-0.02121326498518337,-0.00625668791444712,0.03854388914719408,-0.01943533913037927,-0.004045007146275314,0.06462926172002051,-0.002572913168113467,0.24162652267662182,0.4100361224499373,-0.1172949277226509,0.01415562780891096,-0.002703376924517687,0
0.003756927896003549,0.3119778632053619,0.04788952826474972,-0.004782443251600091,-0.15346673424653376,-0.019961890318008053,-0.004490584446638657,0.06462926172002051,-0.0066499848714904495,0.36304688054093914,0.36927890645498723,-0.1172949277226509,0.019667368863064246,-0.0025285365673700538,0
