ApplicationDate,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other
2047-02-28,-0.2368353170314343,1.0309713787551769,0.6350997603883597,-0.1345595197378686,0.2678267143435874,1.214024823012993,-1.0945038235495503,-1.5230364592433872,-0.0339976143977722,-0.0134495487125313,0.0070926281556218,0.9051849053139976,-0.2351544044271462,-0.3334259182123049,-0.2009276709625783,0.4829213424196522,-0.4075950518597609,-0.1610258978250313,-0.7181590067619981,-0.7056757704162047,1.0631983454305982,0.0834186852989115,0.8929703874227991,-0.5511527463528629,0.3479391067107995,-0.3959997816144707,-0.3561364062242831,-0.9198318138259022,1.7844047798663965,41.6,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2023-08-04,-0.4089164890371265,3.2216370151017744,-1.2277884201774782,-0.5763901542408032,-1.0174112447690635,0.2409561340936518,0.3481954759291952,-0.1800100316470577,0.0196560896831057,-0.5894473522470612,3.046790409136423,-0.854065331154603,-0.2351544044271462,-0.3334259182123049,1.2145543365230054,-0.3532647205920888,-0.0741972370383825,0.8566452027352889,-0.4500561427222597,-0.3406624436874258,3.2975865258760857,0.2618044844708294,0.8929703874227991,-0.4227659100566136,0.6364043980515198,0.7426149515917301,-0.8429660539146985,-1.045538380096076,1.7844047798663965,38.400000000000006,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
2041-09-25,0.3654487849884885,0.3497046757636322,-1.7376315011744443,0.2189049878644791,0.4982564672261593,-0.2455782103660188,-1.0945038235495503,-0.0511127584102583,1.4241632154371684,0.5625482548219984,0.0070926281556218,-0.4937923489526828,-0.2351544044271462,-0.3334259182123049,-0.6053511016727452,1.199652253572573,0.0402663179139162,-0.0728425814526272,-0.180380390886327,0.399544032936859,0.3683345361666744,0.0075620308546442,-1.7894950415389723,-0.4431107162046222,1.2940196492569411,2.43998811689791,0.4503343998311477,-0.3857764919039686,-0.5604109624021928,53.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
2021-01-19,0.1073270269799501,-0.0507182614197644,-3.1298952992815443,0.2189049878644791,-0.2193974108528525,-1.7051812437450309,1.069545125668568,-0.1883259847591093,-0.1851951571345477,-1.165445155781591,0.0070926281556218,-0.6307694249211455,-0.2351544044271462,-0.3334259182123049,-0.2009276709625783,-0.1143544168744485,0.0151327860064008,-0.1752777469357229,-0.7494346388357994,0.0898319077354356,-0.0400802685289207,1.2803484427427831,-0.0011847555644581,-0.598558943254642,1.1775408398275555,0.98339824592103,1.7879677022669498,0.3796999389541961,-0.5604109624021928,50.0,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False
2056-01-24,-0.064754145025742,0.0494060603120498,-0.4041957508746867,0.1305388609638921,0.4935644586833015,-0.2455782103660188,-1.0945038235495503,0.3272631081880884,-0.4361062377381579,1.7145438618910582,0.0070926281556218,-0.6338632650702266,-0.2351544044271462,-0.3334259182123049,-1.009774532382912,-1.4283610873214705,0.6153094154123698,0.1489518203325103,-0.2008941590914301,-0.4126196136809231,0.0620423910595056,0.3343990543303286,-0.8953398985517154,-0.1386849111629114,0.3347310405545174,0.2773315354909229,0.1995445706456234,-0.2723513057269326,-0.5604109624021928,51.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2050-10-03,-1.0112005910570494,-0.3446971486432248,1.3018176355382385,-1.3716852963460855,-0.6291661569291003,-1.21864689928536,-0.3731541738101776,-0.4918582733489918,-0.8316269526827066,-1.165445155781591,2.033557815476156,-1.231294374086763,-0.2351544044271462,-0.3334259182123049,0.2034957597475884,1.6774728610078538,1.2551546313229718,-0.4914906490791922,-0.243180005738592,-0.3450222016340907,-0.3399265526967209,-1.6344048423034798,2.234203101903685,-0.209090322017754,-1.878112878912152,-1.499066686570945,-0.1399440063206449,-0.2843758584013824,-0.5604109624021928,47.0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
2048-04-25,-1.1832817630627417,0.1332477881384675,-1.2473977694465923,-1.5484175501472597,-0.4549660302347448,0.2409561340936518,-1.0945038235495503,0.9093798260316988,0.7079792769114888,-1.741442959316121,3.046790409136423,-0.3367449140961698,-0.2351544044271462,-0.3334259182123049,-2.0208331091583287,1.5580177091490337,0.539303192414944,-0.4300295497893348,-0.6939696481278933,1.321167233438867,0.1475574795217944,-1.154085856987202,-0.8953398985517154,-0.6043596299596181,0.8631663355576684,1.015533984621826,-0.4815390800702175,-0.4955288442664565,-0.5604109624021928,52.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
2026-03-22,-0.4089164890371265,0.0443750609775056,0.1840847271987357,-0.3996579004396294,1.1479879359228489,0.2409561340936518,-0.3731541738101776,-1.0323952256323443,-0.2774228038988041,-0.5894473522470612,1.020325221815889,-1.0633473514803524,-0.2351544044271462,-0.3334259182123049,1.8211894825882555,-0.2338095687332687,-0.3653525494368887,-0.6362359916096536,0.3600307424587641,-0.6286392707761076,0.0569109801940475,-0.4012207903860603,1.3400479589164278,0.5225000873070715,0.441381246383601,-0.1122604365832979,0.3476746326135839,-0.4012148766078886,-0.5604109624021928,46.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
2072-02-18,-0.5809976610428188,-0.6829389167114922,0.3017408228134202,-0.5763901542408032,-0.2310157177208813,2.673627856392005,0.3481954759291952,1.200438184953504,1.8204097440666256,2.290541665425588,0.0070926281556218,2.1438677726102213,-0.2351544044271462,2.9991669674679047,0.6079191904577552,0.2440110387020119,-0.5901916752360472,-0.5916989631387424,-0.4918121745328087,0.0600331738087167,-0.6849191413261375,0.2262116754587365,0.4458928159291704,-0.5547484936670587,1.243553008421,0.3130254338244857,-0.6115572663518962,0.2048185066796822,-0.5604109624021928,69.0,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False
2040-03-21,-0.1507947310285882,0.454537814606596,0.1056473301222794,-0.0461933928372816,0.3433457089857749,-0.2455782103660188,1.7908947754079407,1.4208109424228703,-1.188322526911518,-0.0134495487125313,-1.006139965504645,-0.5917325854858887,-0.2351544044271462,2.9991669674679047,-0.8075628170278285,-0.5921750243097291,-0.5029813476533432,-0.765393374175296,-0.4726974486306363,-0.2101871633903932,0.4752599941020812,0.0447605885140625,-0.4482623270580868,-0.4982426815102511,-0.0881805361382089,-0.1114739325037319,0.0605125253407141,-0.3878971917920868,-0.5604109624021928,55.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
