application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
2803,1,0,-0.7797029252765343,1,4,-0.5549266882260439,-1.0375590870832283,8,0
5853,1,0,-0.6983467093098016,2,4,0.1892773200150832,-0.0389625804607057,1,0
1683,1,0,-0.2102094135094156,2,4,0.4373453227621255,-1.0375590870832283,3,0
2519,0,0,-1.0237715731767254,2,2,-0.8029946909730862,-1.0375590870832283,3,0
2297,1,0,-0.2915656294761484,0,0,-0.8029946909730862,1.95823043278434,5,0
1127,1,0,-0.7797029252765343,1,0,-0.5549266882260439,-0.0389625804607057,9,0
2700,1,0,-0.3729218454428776,2,4,-0.3068586854790015,0.9596339261618168,4,1
845,0,0,0.2779278822909702,0,2,-0.5549266882260439,0.9596339261618168,10,0
2467,1,0,-0.0474969815759537,2,4,0.9334813282562102,-0.0389625804607057,1,0
1668,1,0,0.7660651780913561,1,4,-0.8029946909730862,-0.0389625804607057,3,0
2252,1,0,-0.2102094135094156,0,4,0.4373453227621255,-0.0389625804607057,10,1
751,1,0,-0.5356342773763396,2,2,1.4296173337502949,0.9596339261618168,10,1
3949,0,0,1.1728462579250092,1,0,0.6854133255091679,-0.0389625804607057,3,0
336,0,0,-1.1864840051101877,1,4,0.1892773200150832,0.9596339261618168,10,0
2746,1,0,1.4169149058252002,0,1,-0.0587906827319591,-0.0389625804607057,1,0
3159,0,0,-0.1288531975426865,1,1,0.4373453227621255,0.9596339261618168,12,0
3486,0,0,1.2542024738917383,1,2,0.4373453227621255,0.9596339261618168,4,0
5315,0,0,0.4406403142244322,0,0,-0.8029946909730862,-0.0389625804607057,1,0
5706,1,0,1.1728462579250092,2,1,1.6776853364973374,-0.0389625804607057,5,0
4488,1,0,-0.5356342773763396,1,4,-0.5549266882260439,0.9596339261618168,7,1
4602,1,0,-1.1864840051101877,0,1,-0.3068586854790015,0.9596339261618168,1,0
2482,1,0,0.3592840982576993,0,0,1.4296173337502949,0.9596339261618168,1,1
2027,0,0,0.5219965301911613,0,1,0.9334813282562102,-1.0375590870832283,0,0
3162,1,0,-0.2102094135094156,1,4,0.4373453227621255,0.9596339261618168,11,0
5467,1,0,-0.6983467093098016,1,0,-0.0587906827319591,-0.0389625804607057,7,0
2386,0,0,1.010133825991547,1,1,-0.0587906827319591,1.95823043278434,1,0
1601,0,0,-0.2102094135094156,2,2,0.1892773200150832,-1.0375590870832283,8,0
212,0,0,0.6847089621246233,0,4,1.4296173337502949,-0.0389625804607057,13,0
5274,1,0,0.6847089621246233,0,4,1.4296173337502949,-2.036155593705751,10,0
3215,0,0,1.660983553725395,0,0,0.6854133255091679,-1.0375590870832283,10,0
548,0,0,1.1728462579250092,1,4,-0.3068586854790015,0.9596339261618168,1,0
4152,0,0,1.823695985658857,2,0,0.1892773200150832,-1.0375590870832283,10,0
574,0,0,-1.5932650849438406,0,4,-1.5471986992142133,-1.0375590870832283,1,1
443,0,0,-0.8610591412432634,2,4,-1.7952667019612556,-1.0375590870832283,13,0
2682,0,0,-0.3729218454428776,1,0,-0.8029946909730862,-0.0389625804607057,5,0
1388,0,0,0.4406403142244322,2,0,1.4296173337502949,-0.0389625804607057,3,0
1147,0,0,0.2779278822909702,2,0,0.1892773200150832,-1.0375590870832283,5,0
5932,1,0,-0.7797029252765343,1,0,-0.5549266882260439,-2.036155593705751,0,0
1513,0,0,0.6033527461578941,2,0,0.1892773200150832,-2.036155593705751,10,0
535,0,0,-0.0474969815759537,1,4,0.6854133255091679,-0.0389625804607057,5,0
1596,1,0,0.6033527461578941,2,4,-0.8029946909730862,0.9596339261618168,13,0
307,0,0,-0.8610591412432634,1,0,0.4373453227621255,0.9596339261618168,13,0
2654,1,0,-0.6983467093098016,2,4,-0.5549266882260439,-0.0389625804607057,6,0
4901,1,0,-0.3729218454428776,0,4,-0.8029946909730862,0.9596339261618168,13,0
5668,1,0,2.0677646335590483,1,0,2.173821341991422,-0.0389625804607057,1,0
5044,0,0,-1.1051277891434546,0,0,0.4373453227621255,-1.0375590870832283,10,0
