fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
-0.8650588716511542,0.4380919175502637,-1.16156761718215,-0.7615537545529246,-0.6335397169909791,-1.0360613321321526,-1.096036738883892,-0.7693545848437505,0.6959658351543836,-0.3388115179433247,-0.8709366282599048,5,222
-0.8078123286742394,1.7190393561531858,-0.2968668138158809,1.1568064469985748,-0.2737258964884884,0.0375282445685153,0.5824409797781431,0.878062049305545,1.3984125274074195,0.365727411727785,-1.1174571213355473,6,1514
-0.750565785697325,0.2710118168629259,-0.7546495920686117,-0.466421415852694,0.0860879240140025,1.794311188260517,2.3829898052519627,-0.5874631583603525,0.8236834155640268,-1.0433504476144344,0.0535152207737461,5,417
-0.2925934418820083,-0.2859218520948662,2.0937765837261577,-0.6139875852028093,6.943716032414416,-0.1576698602861515,-0.4246456514190779,-0.0885609600060129,-1.4113742416047277,2.36192104579593,-1.2407173678733654,6,754
2.3979940780329776,0.3823985506544844,1.1273462740815037,1.3043726163486904,0.276577593691792,-1.0360613321321526,-0.9739656320721076,2.2188617073828434,-0.389633598327582,0.4831505666729701,1.3477478094208577,6,516
-0.2353468989050935,0.0482383492798094,0.3643749769936192,-0.0237229078023477,-0.2313948587823129,-0.7432641748501522,-0.8824123019632693,-2.276454975705886,-0.7089275493516886,0.365727411727785,2.4570900282612382,8,1120
0.279871987887138,0.4380919175502637,-0.652920085790227,-0.0975059924774055,-0.4218845284601021,-0.5480660699954852,-0.1194678843896169,0.0881335685778264,-0.7727863395565115,-0.3975230954159172,-0.8709366282599048,5,180
-0.5215796137896664,-0.1745351183033076,1.025616767803119,-0.3926383311776362,-0.019739670251436,0.5255235067051824,0.8265831934017118,0.1401025475730665,0.312813093925454,-0.5149462503611023,-1.2407173678733654,5,82
-0.4070865278358376,-0.6757754203653208,-0.652920085790227,0.3451925155729406,0.0014258486016516,0.5255235067051824,-0.0889501076866709,-0.1717113263984317,0.0573779331061676,-0.5149462503611023,0.0535152207737461,6,632
0.3943650738409668,-0.4530019527822037,1.1273462740815037,0.0500601768727099,-0.0620707079576111,0.5255235067051824,0.887618746807604,1.0235751904922634,0.2489543037206338,-0.5149462503611023,-0.6860462584531752,5,592
1.1958166755177713,-0.508695319677983,2.348100349422119,2.964492021537488,-0.2737258964884884,2.184707397969851,0.91813652351055,1.1794821274779836,-0.9005039199661548,1.1289779188714877,1.4401929943242224,7,501
-0.464333070812752,-1.232709089323113,0.7204282489679651,-0.0975059924774055,-0.4642155661662775,1.794311188260517,0.4298520962634126,-0.9408522155280312,0.1850955135158108,1.1289779188714877,0.8855218849040323,6,1586
-0.9795519576049836,1.078565636851725,-0.9072438514861886,2.1897696324493827,0.6363914141942806,-0.6456651224228187,-0.8824123019632693,-0.0937578579055139,0.2489543037206338,-0.984638870141842,0.330850775483842,6,1096
-0.5215796137896664,-0.2302284851990869,0.008321705019273,-0.3188552465025784,-0.3372224530477515,-0.1576698602861515,-0.6382700883397006,-1.4813295970786091,0.2489543037206338,-0.162676785525547,1.4401929943242224,6,1101
-1.5520173873741294,0.0482383492798094,-1.16156761718215,-0.6139875852028093,-0.8028638678156808,-1.0360613321321526,-1.0044834087750536,-1.3150288642938293,2.611729541299032,-0.4562346728885097,0.8855218849040323,5,1488
1.3103097614716,2.721519960277212,0.8221577552463498,0.2714094308978829,-0.2313948587823129,1.0135187688418497,1.2843498439459031,0.8676682535064855,-1.4752330318095477,-0.5149462503611023,-0.3162655188397145,6,700
1.1958166755177713,-1.3997891900104504,1.3816700397774655,0.1238432615477677,0.3824051879572303,-1.0360613321321526,-0.8213767485573771,1.0755441694875036,-0.389633598327582,-0.162676785525547,-0.8709366282599048,5,631
