RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
-0.2636448381850295,-0.4959655458039488,0.6393107370112053,-0.1808627238498006,0.4337459348994523,0.1091487369733025,-0.3895062258140623,-0.3538076426214914,0.5415263246213982,1
-1.0039357115067693,1.1978198908593694,-1.8601716121459453,2.4466760082598427,0.5761999194059568,-0.7041714555624152,0.0885151413009065,0.9337272704100544,-0.5883010828478235,7
1.0483885399789448,-0.4345965082436828,0.6740257696383878,-1.171242707491128,-0.4339283343674457,-0.4739864954107969,0.6298040422987388,-0.3538076426214914,1.15779581960461,1
-0.6998876742496184,0.9768913556424133,-1.8601716121459453,2.7094298814708067,1.0424129596090643,-0.7041714555624152,0.0603962373529665,0.4509016780232247,0.3361031596269941,7
-0.5346441757403211,-0.1277513204423572,0.6670827631129514,0.1627384949645371,-0.161970727582289,0.2319140490541657,-0.649606087332502,-0.3538076426214914,2.390334809571033,2
3.1139322713454174,-0.937822616237857,-1.8601716121459453,-1.575479435507996,-0.8224392012033657,-0.6734801275421994,3.828329366376841,-0.3538076426214914,-0.5883010828478235,2
-0.2438156183639285,-0.7291678885329557,0.5976526978585861,-0.4436165970607652,0.7575049905960552,0.1244944009834104,-0.3965359518010469,-0.3538076426214914,-0.5883010828478235,1
-0.6271805349054835,-0.0050132453218274,0.5629376652314035,0.1425266585636937,-0.0065663808479137,0.2626053770743816,-0.6144574573975773,-0.3538076426214914,0.4388147421241962,2
-0.6271805349054835,0.0440819847263836,0.6462537435366417,0.1829503313653806,-0.3432757987723874,0.2472597130642736,-0.649606087332502,-0.3538076426214914,-0.5883010828478235,2
0.0139642393106045,-0.6800726584847446,0.6879117826892609,-0.4234047606599218,-0.1101692786708428,0.185877057023842,-0.1926738981784872,-0.3538076426214914,3.0066043045542448,2
0.4435973354348508,1.4187484260763237,-1.8601716121459453,-1.7978096359172735,1.0683136840648058,-0.7655541116028468,1.5928765025156624,-0.3538076426214914,-0.5883010828478235,6
-1.7144827550967845,-0.4714179307798433,-1.8601716121459453,3.214725791491892,-2.8167949842944293,8.76410323867415,-1.4017867679398792,-0.3538076426214914,-0.5883010828478235,5
-0.5709977454123152,-0.6800726584847446,0.5768236782822763,-0.0191680326430536,0.4596466593551938,0.2779510410844895,-0.5090115675928045,-0.2331012445247839,1.9794884795822252,2
-0.7891191634446463,-0.4714179307798433,0.6115387109094591,0.1829503313653806,0.5891502816338275,0.3393336971249209,-0.7409925251633042,-0.3538076426214914,-0.5883010828478235,2
0.0569275489230878,0.8418794730098306,-0.3396531830753455,0.4254923681755013,0.0193343436078093,-0.7655541116028468,0.2572285649885428,-0.3538076426214914,-0.5883010828478235,6
-0.55777826553163,-0.6677988509726919,-1.8601716121459453,0.7690935869898395,1.5863281731793597,0.722975297377618,0.8547552738822538,-0.3538076426214914,-0.5883010828478235,5
-0.7692899436235452,1.77468884392586,-1.8601716121459453,1.8807445890362269,0.8093064395075198,-0.7655541116028468,-0.1364360902826085,0.9337272704100544,0.3361031596269941,7
0.2519148771640366,0.6086771302808237,0.7295698218418801,-0.5446757790649823,-0.6929355789247134,-0.6734801275421994,-0.045049652451805,-0.3538076426214914,-0.5883010828478235,1
0.1131103384162562,-0.262763203074942,0.4796215869261651,-0.5446757790649823,0.0840861547471262,0.1091487369733025,-0.0872280083737144,-0.3538076426214914,1.055084237107408,1
-2.3258836995812944,0.3509271725277092,0.3615904759937441,0.7286699141881526,0.2006394147979077,1.9352827541761408,-2.47733484394856,2.0402025862965387,-0.5883010828478235,7
-0.0785721198545579,-0.5450607758521598,0.1949583193832673,-0.0393798690438971,0.3430933993044123,0.1551857290036263,-0.1153469123216544,-0.0721593803958407,-0.5883010828478235,2
-0.6998876742496184,0.9032485105700966,-1.8601716121459453,2.8913364090783973,-0.0583678297593782,-0.6427887995219836,0.1588124011707546,1.7786720570870065,-0.5883010828478235,7
0.7608648525727603,1.1732722758352616,-1.8601716121459453,1.153118478605864,0.990611510697618,-0.7655541116028468,-0.3613873218661235,2.945500572021844,-0.5883010828478235,7
-0.921313962252084,0.5718557077446633,-1.8601716121459453,2.2041339714497217,0.7445546283682029,-0.5507148154613364,0.3204960988714063,1.2757287316840589,-0.4855895003506215,7
-0.6337902748458994,-1.5269653768164029,0.583766684807713,-0.201074560250644,0.3042423126208184,0.1091487369733025,-0.2981197879832601,-0.3538076426214914,-0.5883010828478235,3
2.1158615403491448,-2.3984057101721685,-1.8601716121459453,0.8701527689940562,-0.6022830433296734,0.4774446732158919,3.0128811518865994,-0.3538076426214914,2.9038927220570434,2
-0.2206815285726196,-0.9255488087258044,0.6115387109094591,-0.3021337422548612,0.5502991949502337,0.1705313930137341,-0.1856441721915025,-0.3538076426214914,0.8496610721130041,1
-0.2339010084533046,-0.5205131608280543,0.5976526978585861,-0.4840402698624521,0.446696297127323,0.2319140490541657,-0.2981197879832601,-0.3538076426214914,-0.5883010828478235,1
0.2320856573429356,0.7314152054013535,-0.2007930525666147,0.2233740041670674,-0.3691765232281104,-0.7655541116028468,0.4329717146631637,-0.3538076426214914,-0.5883010828478235,6
-0.1678036090495857,-0.888727386189646,0.6879117826892609,-0.5850994518666692,0.5891502816338275,0.1705313930137341,-0.1786144462045178,-0.3538076426214914,-0.5883010828478235,1
-2.0482746220855867,-0.5082393533160016,0.5490516521805304,-0.6659467974700425,0.4207955726715999,0.185877057023842,-0.424654855748987,-0.3538076426214914,2.595757974565437,1
-0.5313393057701131,-0.6555250434606391,0.6115387109094591,0.3850686953738144,0.6280013683174214,0.2319140490541657,-0.6777249912804407,-0.3538076426214914,-0.5883010828478235,2
-0.1281451694073837,0.1177248297987023,0.4726785804007284,0.364856858972971,-0.9260420990262764,0.1091487369733025,-0.1012874603476838,-0.3538076426214914,0.3361031596269941,3
-0.6800584544285174,-0.8519059636534855,0.4518495608244189,0.0818911493611634,0.8093064395075198,0.2626053770743816,-0.5019818416058198,-0.3538076426214914,-0.5883010828478235,2
-0.8618263027887076,1.7869626514379129,0.6879117826892609,0.5871870593822487,-1.0166946346213164,-0.5200234874411206,-1.1205977284604856,-0.3538076426214914,0.6442379071186001,2
-0.5842172252930736,1.7133198063655963,-1.8601716121459453,1.092482969403334,0.5891502816338275,-0.7655541116028468,-0.473862937657881,3.08632470313467,-0.5883010828478235,7
-1.6979584052458914,-0.4959655458039488,-1.8601716121459453,3.174302118690205,-2.5318870152814204,8.76410323867415,-1.422875945900834,-0.3538076426214914,-0.5883010828478235,5
-0.7428509838620283,0.019534369702278,0.5004506065024745,-0.4638284334616086,0.0452350680635324,0.1398400649935184,-0.445744033709941,-0.3538076426214914,-0.5883010828478235,3
-0.4817662562172872,-0.9010011937016988,0.139414267179775,0.5265515501797184,0.7186539039124614,0.3546793611350288,-0.2910900619962754,-0.3538076426214914,-0.5883010828478235,2
-0.6932779343092025,-0.0541084753700406,0.6254247239603322,0.0818911493611634,0.0840861547471262,-0.0749992311479919,-0.5230710195667738,-0.3538076426214914,-0.5883010828478235,2
