rainfall_mm,soil_quality_index,farm_size_hectares,sunlight_hours,fertilizer_kg,crop_yield
1.260479742519636,1.5740146879225108,-1.1418658249930125,-0.7612683559357056,-0.5065767603132372,181
0.5780827668205828,-0.8780853451911931,-0.1630271490187582,-1.5243171590787452,0.1185835321165688,309
0.1964031024465359,-1.5786853546522512,-0.351131378565412,-1.5243171590787452,1.21906216083387,291
-1.4274703787084997,-0.5277853404606639,-0.9537615954463584,-1.1427927575072254,0.1640274040613681,172
0.3120636068023077,-1.228385349921722,-0.351131378565412,1.5278780534934129,-0.8541609700531884,261
-0.6617978398732904,0.5231146737309235,0.512754712685887,-1.5243171590787452,1.3050370537024092,417
1.2651061626938669,0.1728146690003943,0.969081639919436,-0.7612683559357056,0.4145828061353965,491
-1.265545672610419,1.2237146831919816,-1.1941169998670829,0.7648292503503734,0.9316603761018962,163
0.8140301957063572,0.1728146690003943,0.2410486033407203,0.7648292503503734,-0.4169172291789035,368
-0.5877751170855966,-0.5277853404606639,0.5545556525851434,0.7648292503503734,-0.0042377434099156,397
0.0529840770453789,-1.228385349921722,0.0424941388192524,-1.5243171590787452,1.7717579007030502,356
-0.8699867477136797,0.8734146784614526,0.3978021279629319,-1.5243171590787452,-1.3540435614459805,356
0.982894532065784,0.1728146690003943,1.5682284451421111,-1.1427927575072254,-0.0140634454520343,566
0.3513881782832701,0.1728146690003943,0.7322096471569831,0.0017804472073339,-0.68221118431611,428
1.4177780284434858,1.2237146831919816,0.1678969585170216,1.5278780534934129,1.5015510945447843,402
-0.5553901758659805,-0.1774853357301348,-1.3857046410720082,0.0017804472073339,0.291761530608912,126
1.408525188095024,-1.5786853546522512,1.404508097203357,0.7648292503503734,0.3973878275616887,546
1.0384115741565545,-1.5786853546522512,1.5508113868507545,-1.1427927575072254,-0.9167998205716954,540
1.1147475070313635,1.2237146831919816,-1.6434771037840892,-1.1427927575072254,-0.0595073173968336,112
-1.5755158242838874,1.5740146879225108,1.4254085671529853,-1.1427927575072254,0.5238937413539677,529
1.1656381289479032,-1.5786853546522512,1.1258351645416476,1.146353651921893,1.236257139407578,516
-0.409657940377708,-0.8780853451911931,0.2027310750997353,0.3833048487788537,0.5914454428935342,357
0.7307546325702015,-1.228385349921722,-1.089614650118942,0.3833048487788537,0.5558272729908537,183
1.4501629696631018,-1.5786853546522512,-1.3857046410720082,-1.1427927575072254,1.504007520055314,163
1.1933966499932884,1.2237146831919816,0.6033234158009425,1.146353651921893,-0.2842702516103003,433
1.302117524087714,-0.1774853357301348,-0.2953967920330702,0.3833048487788537,1.5789284981264695,327
-0.1482652005336638,-0.1774853357301348,-1.215017469816711,-0.3797439543641858,-0.349365527639337,145
-0.8005904451002166,0.5231146737309235,0.6869252955994554,-1.1427927575072254,1.1981825439943676,439
-0.5877751170855966,0.5231146737309235,-0.7134061910256342,0.0017804472073339,-0.3026934429392729,216
-1.1082473866865694,-1.5786853546522512,0.1818306051501071,-1.5243171590787452,-1.0027747134402345,314
-1.2377871515650338,0.5231146737309235,0.7287262354987117,-0.3797439543641858,-1.4080849226776335,397
1.6722311380261836,-1.228385349921722,-0.3580982018819548,1.146353651921893,0.6589971444331006,302
0.372207069067309,-1.5786853546522512,1.5159772702680407,0.0017804472073339,-1.6451299844437486,515
0.8764868680584739,0.1728146690003943,-1.100064885093756,-0.7612683559357056,-1.3982592206355149,160
1.577389524454451,-0.5277853404606639,0.0982287253515943,-0.7612683559357056,0.5840761663619451,369
-0.8306621762327172,-1.228385349921722,-1.2672686446907817,-0.7612683559357056,1.3283730960524411,150
0.8764868680584739,1.2237146831919816,-1.2777188796655956,1.146353651921893,1.7312268797793104,192
0.6521054896082766,-1.5786853546522512,-0.9328611254967304,1.146353651921893,0.188591659166665,197
-1.5385044628900404,0.1728146690003943,1.5020436236349552,1.146353651921893,1.6870112205897758,552
-1.392772227401768,1.5740146879225108,0.3629680113802182,-0.7612683559357056,0.6049557832014475,381
-1.0319114538117602,-0.5277853404606639,0.0633946087688806,0.3833048487788537,1.4671611373973688,345
1.4501629696631018,1.2237146831919816,-0.8388090107234034,-0.3797439543641858,1.4192608399420397,256
0.3629542287188473,1.5740146879225108,0.0424941388192524,-0.3797439543641858,-0.8996048419979876,333
1.4062119780079083,1.2237146831919816,1.6901478531816092,-1.5243171590787452,-0.8136299491294484,582
0.3629542287188473,-0.8780853451911931,-0.901510420572288,1.5278780534934129,-0.436568633263141,192
0.5040600440328888,0.5231146737309235,-1.1801833532339974,0.0017804472073339,0.0190982989401164,169
-0.3171295368930906,1.5740146879225108,-0.1769607956518436,0.3833048487788537,-0.3567348041709261,302
0.8325358764032806,-1.228385349921722,1.4881099770018698,-1.1427927575072254,-0.8910073527111337,531
-1.4806742107121544,1.5740146879225108,-1.3857046410720082,0.7648292503503734,-0.60360556797916,109
0.122380379658842,1.2237146831919816,-1.4100885226799076,0.7648292503503734,1.334514159828765,156
-1.5616365637611946,-0.5277853404606639,0.5824229458513144,-1.5243171590787452,0.5447733581934701,397
1.1818305995577114,0.1728146690003943,0.2445320149989917,-0.7612683559357056,1.6440237741555064,406
-0.7450734030094461,0.5231146737309235,0.4361196562039169,1.146353651921893,-0.9376794374111976,369
-0.2477332342796276,0.5231146737309235,-1.0512971218779568,-1.5243171590787452,0.5963582939145936,186
-0.0487971667877001,1.5740146879225108,-1.2080506465001684,0.0017804472073339,0.514068039311849,171
-1.3094966642656125,1.2237146831919816,-0.4660839632883671,-0.3797439543641858,1.25713675624708,272
0.3930259598513479,-0.1774853357301348,-0.1003257391698736,-1.5243171590787452,0.751113101077964,330
