obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.237678598634734e+18,-1.6649668309108925,-1.0429944481930598,0.0426499450107181,0.0447255768214669,0.4505877689807728,0.2947550453652132,0.0145653611200986,7712,301,6,442,4.855016555329904e+18,0,-0.0963782056609275,4312,55511,495
1.2376621977522017e+18,0.6469739481476565,-0.916343629849916,-0.1296899856939666,-0.1177666529340894,-1.7337923800506347,-1.578955763035706,-0.0759606922262948,3894,301,1,243,2.4489280322708705e+18,2,-0.7887137437960113,2175,54612,348
1.237678617431376e+18,-1.5206136863037687,-1.1680885989009573,-0.1193409462412661,-0.1145411546932422,-1.7383212912761277,-1.6147715098841269,-0.0782690638798611,7717,301,1,536,8.255357438959835e+18,2,-0.7891800463753901,7332,56683,943
1.237668335253325e+18,0.725015637575916,-0.6743607409679445,0.0950338125415586,0.0371854510636424,0.984346914710136,1.2631454865183736,0.0826487721994458,5323,301,1,134,4.577998722756271e+18,2,-0.7895845455551407,4066,55444,326
1.2376793228543263e+18,-1.6448681193431325,-1.4964256811456542,0.0562184617893577,0.039873313771131,0.5659348246453154,0.6537259909458791,0.0411570209250405,7881,301,3,148,8.91047176642785e+18,2,-0.7893719727757174,7914,57331,363
1.2376576279180083e+18,0.0526893660629968,1.3866683960774064,0.0146561049144083,0.036316478341594,0.3219612986157651,0.1873703799812172,0.0130313844901276,2830,301,1,411,7.516725588574623e+18,1,-0.1012619914933978,6676,56389,792
1.2376607648460308e+18,-0.2853802240404472,0.7804592149273822,-0.0949367541137682,-0.0851123021270833,-1.2570274254697178,-1.186620879198054,-0.0571413487753871,3560,301,4,278,1.5267956411104236e+18,0,-0.7020580412131454,1356,53033,274
1.2376551067684047e+18,0.1231259193194985,1.7615972326364122,-0.0190974141132692,0.0085191149744965,0.64886781568168,1.1659662610718105,0.0528895625421906,2243,301,1,353,7.696817897528907e+18,1,0.2969117563628258,6836,56443,604
1.2376570700898632e+18,-1.449872480105513,-1.2553314408321576,-0.0377910315783517,-0.0310300099747207,-0.2581976209309807,-0.1083541435122913,-0.0008178998940012,2700,301,2,117,1.7553283123029217e+18,0,-0.6441038328477756,1559,53271,183
1.2376654415181903e+18,0.2429578884702502,0.2359227998653774,0.0967297984461499,0.0536134134446937,0.6288920822406621,0.3470223709756462,0.019369320806562,4649,301,3,120,7.306035245308205e+18,0,-0.0131090140016676,6489,56329,257
1.237667736105911e+18,-0.2673339711774625,-0.2201342533346576,0.0649675204786882,0.0615648760546368,0.5128710814532788,0.2417652610747047,0.0105824429625183,5183,301,5,142,6.622787444780849e+18,0,-0.0398231281720431,5882,56029,888
1.2376510678863055e+18,-0.1374558108101014,2.0694006788768413,0.0316968600957104,0.0800186566844068,0.812253679702353,0.5057528005041518,0.0160725475274381,1302,301,6,319,7.999579699214046e+18,0,0.2498951562866946,7105,56740,221
1.2376515392626368e+18,0.6756509872769844,1.452340532788048,0.0331454360298102,0.0969130737959234,1.1577772568416371,0.9750096234911596,0.034023887765085,1412,301,4,375,9.081519495399626e+18,0,0.1417266765492068,8066,57544,39
1.237663785281192e+18,-1.6027093163920554,-1.1840051968023808,0.1148574577344589,0.0270837612795696,0.1836246269208573,-0.1546825174534505,-0.0168122931631891,4263,301,6,269,1.2138278960580792e+18,2,-0.7892049071745392,1078,52643,392
1.2376651269301207e+18,-0.0140988479280996,0.473260023842503,-0.0044328648699328,-0.0207721003754481,-0.4348628996521186,-0.4073382640426736,-0.0180213201515944,4576,301,1,399,1.1553015766489256e+19,0,-0.6094980101634337,10261,58462,570
1.237661212048295e+18,0.5193982601670829,0.90086714573463,0.1261555316159536,0.1073035812625328,0.9528817648149188,0.7141280875209303,0.0280159439556527,3664,301,5,107,9.592801209263348e+18,1,-0.0466293076487635,8520,58191,487
1.2376674317164874e+18,-0.0804687057034725,0.1864678663628395,0.0945666924446,0.0461923423040981,0.3528549430468113,-0.4097274974728419,-0.0426635972862321,5112,301,6,392,2.495097611325827e+18,2,-0.7890762723531324,2216,53795,376
1.237667229292692e+18,-1.5906802940439395,-0.835915237912771,0.0365119113916518,0.0590921305523527,0.5309813347942716,0.3446615808005979,0.0179850542442377,5065,301,5,34,5.126228691731633e+18,0,-0.0746149359750961,4553,55584,23
1.2376788799626289e+18,-1.4677283732570827,-1.3677105271975494,0.1236084050495184,0.0764429236965797,0.939311205821386,0.7261766503902057,0.0326585319481475,7778,301,2,557,8.818141919588932e+18,0,-0.0473187800755971,7832,56904,341
1.2376625295310195e+18,0.420999325545739,-0.5968146243845819,-0.0028454749447558,-0.0150823605335475,-0.6554855750654629,-0.6913271004732405,-0.0364923907082925,3971,301,3,130,6.150792941063657e+18,0,-0.3608118200736004,5463,56003,6
1.2376672926533555e+18,-0.3793613165803645,-0.2001166883835898,0.0788722126370798,0.0481526490174105,0.4488786441492467,0.2350754074702355,0.0109779927201952,5080,301,3,185,6.493240514519e+18,0,0.0626918966324358,5767,56245,639
1.2376634588499151e+18,1.439013050921787,-1.1762252405383131,-0.0542255379006628,-0.0739101445319061,-1.35845347067685,-1.3675256704189258,-0.0726459537390531,4187,301,6,59,1.109126073112619e+18,0,-0.6274864251550707,985,52431,417
1.2376672056720105e+18,-0.9826795433363972,1.8765250498741253,-0.053526431609999,-0.0652884485212675,-1.1451902760049342,-1.13281192916006,-0.0570943870910095,5060,301,1,59,2.589570672145492e+18,2,-0.7892497811275127,2300,53682,3
1.2376623072709837e+18,0.5919914428874612,0.3670352486345108,-0.0898255033493376,-0.0816886944834929,-1.197536941586266,-1.1020306384680638,-0.0519995171046769,3919,301,5,199,1.5640207084916838e+18,0,-0.7145346045111631,1389,53135,530
1.237678597552079e+18,1.8529526492643784,-1.088041320426277,0.1013213623641662,0.0418600770660498,0.9723345168406125,1.16654650347628,0.0528772705576891,7712,301,4,306,1.2701347084290513e+19,1,2.5400082036896325,11281,58424,255
1.237670964849345e+18,-0.3722078394292611,-0.4884618532782518,0.0335521201034426,0.0463765934974283,0.5101321684740517,0.2883894448691217,0.0136220301043798,5935,301,3,169,5.978617941033507e+18,0,-0.0423062142602665,5310,55983,325
1.2376664068468902e+18,-1.482925417903024,-1.2805194172170162,-0.0417083561111352,-0.0393191089594502,-0.5761864961314592,-0.5046141965566487,-0.0210170973999762,4874,301,1,651,1.7530281344809308e+18,0,-0.5972773235221153,1557,53301,7
1.237662303506858e+18,0.3294537140363338,1.3702363293997963,-0.0446964767852786,-0.058339816337929,-1.1193970482635498,-1.122458584295999,-0.0604838230225295,3918,301,6,107,1.8803983312266465e+18,0,-0.5017844344249129,1670,54553,529
1.2376654431344394e+18,0.3944019704078509,0.1658589557405115,-0.0540971113510947,-0.065289393399182,-1.1800359346363218,-1.168070188208107,-0.0611100838739272,4649,301,6,206,2.398182534727887e+18,0,-0.5990211221848215,2130,53881,57
