Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
42339,-0.5322778039131009,-0.6995193226028541,0.1119825392403722,-1.3301131404288584,-1.592943895978018,-0.3725487510443945,-0.3529183692206128,0.4373961396151416,1.0644259803028668,1.5979390565007312,1.498161696351124,-0.3705731568682686,1.1536917725207732,1.5419297769491138,0.9892645488026156,5
68247,1.0895489745318838,0.586132221202443,0.7915124136144126,-0.1061428400855005,0.1696980972981273,0.5509470630176347,0.7049433405071294,0.3656954716210662,-3.1276367206384164,-2.5167226835859,-0.06408966482471,-1.0077784188599797,-0.6253511554604874,-0.1022262281249924,-1.995235126695868,0
37856,-0.6839938917311945,-0.8368615754781923,-0.1759098249388599,-1.2366645992619425,-1.391983212706319,-0.5218073849435674,-0.5664524136666391,-0.1037587172104016,0.6485683590476433,1.2404291647736383,1.358953845062439,-0.000974777931537,1.263821291162437,1.3878027079784736,0.7263062777328136,5
33143,-0.965543670081038,-1.1391571413497634,-0.2787140265794444,-1.663886190809068,-2.4828128906398006,-0.684870091419824,-0.8050758649376019,0.4124874940095903,1.2545235051647012,1.9725823719860645,1.9977029624815728,0.1334434921141808,2.168057794842346,2.1072831441796462,1.0081487414133683,5
29925,-0.9693470724671266,-0.9619189882409916,-0.9176628372362656,-0.4329753942261461,-0.1651374709096093,-0.7875105921389672,-0.9779082703770196,0.7248024636932947,-0.0435814382061521,0.3942777883595039,0.3447759158572888,1.2234967761841564,0.8589697338718467,0.3099332619134109,0.104865549459917,3
38489,-0.6874379542599476,-0.8871694163485121,-0.0293679367974266,-1.493561525252309,-1.9901431252005009,-0.5033347817382242,-0.5355623120912327,0.7973562308474463,1.1377400903959198,1.5402637781117807,1.7331749505521454,-0.1959583114563488,1.5602618745925931,1.805513254142024,0.8967474872354991,5
89592,1.4003686176247323,1.5421628795150122,1.1717955871213768,0.773085525743091,0.8160230843659284,1.237959969499989,1.4310340128577193,0.9379587439499754,0.3082949182499553,-0.5016388667534398,-0.8607898612510378,-1.3433692893169549,-1.254734616258048,-0.8683950736128757,-1.3443506867529793,2
42379,-0.4448275495414225,-0.8064355582061441,0.2879174488194013,-1.6897419481937317,-2.5663533694064427,-0.367040556634074,-0.3510653738742438,0.2822231190617107,0.4498051265006794,0.8200640063094727,2.032949970154049,-0.56737768213993,1.6158645182907532,2.147898932648844,0.8374510216658994,5
203536,4.106571083476297,3.827885145697144,4.434847285692985,0.1228296243645559,0.3684874924179316,5.114586891622027,4.326216655051948,0.5123103026136725,0.1418452650633816,-0.4007223351331043,-0.2342494522746229,-2.995791635118125,-1.625344504435917,-0.269966488118359,0.0627664926145669,1
27306,-1.1503516920338013,-1.1045432310531331,-1.0601879415430595,-0.5053233727327554,-0.2490110642250886,-0.8772874437169351,-1.1255590661193908,1.0544721358968097,0.1045799753587483,0.8832666486927384,0.4380850942608436,1.502159933861807,1.117082069534698,0.4057967937804277,0.5190975310173626,3
33380,-0.8750880278116405,-0.8542786314051692,-0.6642470843105271,-0.6117197464254494,-0.3798651134730614,-0.6728796926119922,-0.7926860370355091,0.9297243017921406,0.5071216672756083,1.1325174873415316,0.5670023817485,0.7395402928570016,0.8405373341333272,0.5393453066353325,0.7460566504737349,3
47884,-0.1068287463300698,0.0309659978569714,-0.2797531086721315,0.4802040705669304,0.6328418221936484,-0.1822137649267948,-0.1038890681914243,0.0745207122886273,0.7215350597522554,-0.0811941353238397,-0.5660470727509493,0.1574408653389791,-0.4905242686542007,-0.5906391004772819,0.1451868986980943,6
41451,-0.455845749582595,-0.437233771582028,-0.333051845251878,-0.299930736775743,-0.0206660302153443,-0.3987126744934169,-0.394282619729098,-0.6335082979435588,0.4746574508610596,0.5754060869663,0.2081619536891175,0.2268575317394699,0.2000672455771707,0.1707878712865861,0.4115810328860588,3
53684,0.2191345050362236,0.522998254909911,-0.2751801480967346,1.3728468813300492,1.120392573773262,0.0208841106781328,0.1415982017363204,-1.7517528324383385,-0.0264302723023791,-0.748627202033871,-1.3530532097768646,0.2080376618260659,-1.0263846567185606,-1.317383995095467,-2.0140959585521583,4
25148,-1.2590216649938788,-1.3159905800235216,-1.040429237125624,-1.0115426449437463,-0.9696606616049608,-0.9516816548075444,-1.2526329390689632,-0.7191867819627106,0.3543280570040912,0.8161082755894041,1.0212650731682316,1.4916400273047865,1.8528508366624736,1.020118439667248,-0.4593640041173203,3
174621,3.434862221584653,3.155674220329896,3.9521728801813456,-0.1180718271187725,0.1586056306522933,4.140073106161967,3.6917520431328414,0.3388603344055389,-0.1658710450114094,-0.1130382246272913,-0.0230475498945887,-2.8207503549300434,-1.4569086549451549,-0.0614342243104853,-0.9848394402466754,1
33409,-0.820155697153173,-0.8316435980698026,-0.6869430198636665,-0.5312574981699082,-0.2800564575525046,-0.6689836526632289,-0.7911730048201446,-0.8088830464293544,-0.0366740211502744,0.6029644764896772,0.4673987053449106,0.7853186423411042,0.7573876259438572,0.4360511320675556,0.5134030035829914,3
45954,-0.2810385758671183,-0.2954940915180395,-0.07227524758163,-0.4130406146230079,-0.1427078159266097,-0.2475396071711448,-0.1888448800617191,0.622674021878979,0.7055003676273399,0.6765346563450385,0.3337954286268342,-0.1312528184457118,0.1297948753822068,0.2986962505733877,0.4868278551416162,6
68309,1.1283483456213836,0.7169152548921697,0.5977758344048764,0.3321094024808614,0.529340633999978,0.5359338745943831,0.7072055783038891,-1.0114105880055388,-1.5988980786320437,-2.689392439813465,-0.4372012309698037,-0.8666941133008421,-0.8163429052048871,-0.4671193762855065,-0.0870233519123714,0
21961,-1.4167671956129868,-1.3462966104188925,-1.4579282096798094,-0.3460226163778773,-0.0693538531046535,-1.0580166761677563,-1.4507314426641054,0.6251770898687954,-0.1899384258616768,0.5614368983082554,0.2709607689644179,2.447731619103936,1.4123226924974916,0.2345719975650314,0.8578183931563387,3
93503,1.5124173185940473,1.5528754606928876,1.451585168420633,0.4488027771958428,0.6115542090166963,1.4034744942198638,1.554281063572582,0.8432727233987343,-1.849142060892993,-0.479081140776643,-0.6245332184117413,-1.5218708084475656,-1.1940803907322504,-0.6462860962881193,-3.029938136190086,2
74783,0.8974094861391885,0.8746503334619122,0.93727233109916,0.1346498220600507,0.3780692368665606,0.7741296962894628,0.9380282265433426,0.8602522570540287,-2.9229076599153934,-0.2849679825194103,-0.3054520748547625,-1.1351813492305154,-0.8447878422137343,-0.3394955437681766,-2.073425862064378,2
54010,0.2750095194762737,0.6791553178169587,-0.4286974573327903,1.9632231852717632,1.351691127070857,0.0254182951012624,0.1549926406060561,-3.10664775439724,0.7321448866833095,-1.0285965824872738,-1.7296738150254871,0.3913088672264203,-1.2060682475411593,-1.6483072310741242,-0.4100489934481611,4
29551,-1.0229773794866757,-1.0300014346810686,-0.8808610530024309,-0.6392761647375117,-0.4153154102863789,-0.8008444529980968,-0.9985861041191249,0.2390552095687332,0.0841690836862255,0.7484522018141678,0.5940470528507754,1.137600755065823,1.09798675457295,0.567523801081961,0.5717469458418108,3
138777,2.556084933590992,2.1294128430804378,3.369934558934256,-0.659478440031893,-0.4417340484036294,2.901065229352677,2.827014764040075,1.5069371953882074,0.6658293912928976,0.2128158747185703,0.5909818067987711,-2.608143805853195,-1.045493397811412,0.5643272260290083,-0.3298581652512825,1
35781,-0.779676295561843,-0.933159636508963,-0.2761882529079763,-1.289793213228831,-1.504141553015567,-0.5931452198674745,-0.6695658761697705,0.5291564745862541,0.8156269979317822,1.2777179031835593,1.4392868043761669,0.1319638255000167,1.45440690044096,1.4765631774713583,0.928093726230025,5
70938,0.800919734317382,0.9705203999101968,0.5333365399597715,0.8079545172621538,0.8361306768086334,0.6211093686466564,0.802204616873762,0.8741238889834287,-1.169792121588368,-0.4696016920363928,-0.8861829033693611,-0.7786348887441858,-1.064998209771812,-0.8920118998815201,-1.2003336968958973,2
23090,-1.386689982878825,-1.2903175953889252,-1.3738649542083226,-0.3709950294746492,-0.0963246204886324,-1.022817970423757,-1.3790052110431288,-0.4618944874466635,0.6881058649437762,0.9768353663120104,0.2962695962184343,2.227704572986613,1.330139665747463,0.2603637155680519,0.7893743600088615,3
41980,-0.564198383447883,-0.779945366758621,0.1972482891914647,-1.5548426463832197,-2.1568645220680884,-0.3859497850060889,-0.3695883429631916,0.4728316588823128,1.2514592642340334,1.7618926663148478,1.828461549713153,-0.4695246426721488,1.4548818498287417,1.913594497770602,0.9896417562786726,5
93494,1.425639076423101,1.4887125699978292,1.4480790627496951,0.3694913527033991,0.5562244215947584,1.36656287436046,1.554000438053577,-0.8084117169870162,0.5734766458824966,-0.0221012618673801,-0.4736294667611252,-1.5735944211519102,-1.131377001946803,-0.5021712894783765,-0.1561354568313,2
55487,0.2801149455012814,0.4558642658810982,-0.0997143097226235,0.9441088430350884,0.9115283168445688,0.0797613350762538,0.2151780826966557,-1.949656496704723,0.2516427255087405,-0.6889631875693789,-0.9707199944563192,-0.0797224755567589,-0.870614683657427,-0.9702782323911076,-0.1517434059702652,4
36272,-0.6102918869661637,-0.9017311001628192,-0.2599905370980247,-1.2521061866494567,-1.4240338845671356,-0.5720528656621009,-0.6449020649997725,0.629823173752711,0.0486017868726565,-0.0828972420893296,1.3769782729058426,0.1172327647085558,1.369335577237322,1.4076748369380043,0.6191821028598541,5
38825,-0.6232514555872295,-0.8269302615322267,-0.0812805034102518,-1.3303142030707953,-1.5933950669490604,-0.4896650553662702,-0.5192688490413805,0.2132747216396288,0.7658103370425238,1.0644070781443498,1.4915646762610866,-0.126749986370614,1.326509575550393,1.5345920705689715,0.7714227653595463,5
29821,-1.0098264740584573,-0.935804850121563,-0.9705876359994828,-0.2859807004653608,-0.0062025586851129,-0.7948996334211045,-0.9836452219348062,1.0891727194257992,0.762871412407625,0.752373993051512,0.1977587036909762,1.314584485554464,0.7427061515823372,0.1602506906443588,0.5707318981588512,3
52398,0.2311093891131609,0.4514087661084249,-0.3541483479330037,1.3878617923537726,1.1270121031290714,-0.0248607721685534,0.0883591520995348,-1.5461112161161183,0.2095701396157593,-1.1591517923012615,-1.2968659014279866,0.2521643522914827,-0.9764042054199308,-1.2670786658387163,0.6173782861741692,4
