application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1,0,0,-0.4542780614096104,0,0,-1.7952667019612556,-2.036155593705751,3,0
7,0,0,-3.464458052178651,2,3,-2.539470710202383,-2.036155593705751,13,0
13,0,0,-0.9424153572099927,1,2,-1.299130696467171,0.9596339261618169,10,1
15,0,0,-2.650895892511345,2,4,-2.2914027074553402,-0.038962580460705776,13,0
17,0,0,-0.29156562947614845,0,0,0.43734532276212557,-0.038962580460705776,10,0
21,1,0,0.8474213940580853,0,4,1.6776853364973374,-0.038962580460705776,5,0
25,0,0,0.928777610024818,2,4,0.43734532276212557,-0.038962580460705776,1,0
26,1,0,-0.7797029252765343,1,0,-0.05879068273195916,-0.038962580460705776,13,0
34,0,0,1.4169149058252002,2,4,0.43734532276212557,-0.038962580460705776,1,0
39,0,0,-0.4542780614096104,1,0,1.1815493310032525,0.9596339261618169,5,0
40,0,0,0.7660651780913561,1,0,-1.299130696467171,-2.036155593705751,10,0
44,0,0,-3.464458052178651,1,3,-2.539470710202383,-1.0375590870832283,1,0
48,1,0,-0.21020941350941566,2,2,0.6854133255091679,1.9582304327843396,1,0
51,1,0,-0.7797029252765343,0,4,-0.5549266882260439,0.9596339261618169,1,1
54,0,0,-1.0237715731767254,2,0,0.1892773200150832,0.9596339261618169,10,0
61,0,0,-0.6983467093098016,0,4,-0.5549266882260439,-0.038962580460705776,1,0
65,0,0,0.2779278822909702,1,4,-0.3068586854790015,-0.038962580460705776,5,0
70,1,0,0.4406403142244322,1,4,-0.05879068273195916,0.9596339261618169,13,0
72,0,0,-0.21020941350941566,1,2,-0.3068586854790015,-0.038962580460705776,1,1
76,0,0,-0.9424153572099927,1,2,-2.539470710202383,-1.0375590870832283,8,1
80,0,0,-2.081402380744226,2,0,-0.3068586854790015,-1.0375590870832283,4,0
84,0,0,-0.047496981575953716,1,4,0.43734532276212557,0.9596339261618169,1,0
88,1,0,1.010133825991547,0,4,0.43734532276212557,-0.038962580460705776,1,0
94,0,0,-1.0237715731767254,1,4,-1.7952667019612556,1.9582304327843396,8,0
95,0,0,-2.488183460577883,1,4,-2.2914027074553402,-0.038962580460705776,9,0
96,1,0,-0.29156562947614845,0,1,-0.5549266882260439,-1.0375590870832283,1,0
100,0,0,0.19657166632423742,1,4,-0.8029946909730862,-0.038962580460705776,1,0
105,0,0,-0.4542780614096104,1,2,-0.5549266882260439,-1.0375590870832283,8,0
114,0,0,-1.2678402210769166,1,0,-0.3068586854790015,1.9582304327843396,1,0
115,0,0,-1.0237715731767254,2,0,-2.043334704708298,-0.038962580460705776,8,0
117,0,0,0.8474213940580853,2,4,-0.8029946909730862,-0.038962580460705776,1,0
119,1,0,-0.21020941350941566,1,4,-0.3068586854790015,-1.0375590870832283,3,0
130,0,0,-0.6983467093098016,0,4,-0.8029946909730862,0.9596339261618169,9,0
131,1,0,-0.1288531975426865,1,4,0.1892773200150832,-1.0375590870832283,1,0
135,0,0,-0.6169904933430723,1,4,-2.043334704708298,0.9596339261618169,1,0
139,0,0,-0.37292184544287765,2,0,-2.2914027074553402,-0.038962580460705776,5,0
151,1,0,0.11521545035750824,0,0,0.43734532276212557,-0.038962580460705776,13,0
155,0,0,1.5796273377586623,1,0,-0.3068586854790015,0.9596339261618169,10,0
158,0,0,-1.4305526530103785,2,0,-1.0510626937201286,0.9596339261618169,8,0
