rainfall_mm,soil_quality_index,farm_size_hectares,sunlight_hours,fertilizer_kg,crop_yield
0.8394755066646269,1.2237146831919816,0.47792059610317333,1.1463536519218933,-0.6674726312529319,404
1.609774465674067,1.2237146831919816,-1.4832401675036064,1.1463536519218933,-1.7654948344597032,115
0.22416162349192117,-1.5786853546522512,-0.511368314845895,-1.1427927575072254,-1.0408493088534447,231
1.22809480130002,-1.228385349921722,1.56474503348384,-0.37974395436418584,-1.5358190492251773,537
0.8487283470130886,-0.1774853357301348,1.3418066873544725,-1.1427927575072254,1.4536507970894554,554
0.7677659939640484,-0.5277853404606639,1.4950768003184125,-0.37974395436418584,0.4194956571564559,556
0.6497922795211613,1.5740146879225108,-0.48001760992145265,0.7648292503503734,-1.2312222859194957,257
-1.4853006308863854,1.2237146831919816,-1.1557994716260978,1.5278780534934129,0.4440599122617528,158
-0.6872431508315603,0.5231146737309235,0.3455509530888614,1.1463536519218933,-0.7485346731004117,360
1.0985550364215557,0.1728146690003943,0.004176610578267412,1.5278780534934129,-1.0568160746718878,327
-1.0018397226792595,0.5231146737309235,0.5859063575095858,1.1463536519218933,-0.3641040807025152,397
1.6629782976777219,-1.5786853546522512,1.272138454189045,-1.1427927575072254,0.7867312709806445,536
-1.5639497738483101,-1.5786853546522512,-0.09335891585333086,0.7648292503503734,-1.1427909675404269,267
1.4640422301857945,0.8734146784614526,-0.9224108905219163,-1.1427927575072254,-0.507804973068502,211
0.8325358764032806,-1.228385349921722,1.4881099770018698,-1.1427927575072254,-0.8910073527111337,531
0.24960693445019097,1.5740146879225108,-0.6158706645940359,-0.37974395436418584,1.4990946690342546,276
-1.4644817401023464,1.2237146831919816,0.43611965620391696,-1.5243171590787452,-0.5679873980764795,369
1.3159967846104066,0.5231146737309235,1.4950768003184125,0.0017804472073339017,-0.7952067578004758,550
0.013659505564416582,0.1728146690003943,1.2860721008221305,0.3833048487788537,1.3910119465709483,537
-0.9717679915467587,-1.5786853546522512,1.1258351645416476,1.5278780534934129,1.1048383745942394,486
1.5588838437575272,-1.5786853546522512,1.5682284451421113,1.1463536519218933,-1.134193478253573,546
0.09693506870057224,-1.228385349921722,-0.08290868087851677,-1.1427927575072254,0.26474084999308545,314
-0.8746131678879105,0.1728146690003943,-1.3996382877050935,-1.5243171590787452,-0.38252727203148784,110
1.0453512044179007,0.1728146690003943,1.3696739806206433,-1.1427927575072254,-1.2164837328563176,519
0.4439165817678875,-1.228385349921722,-0.6507047811767496,0.7648292503503734,1.7557911348846071,262
-1.126753067383493,-1.5786853546522512,0.6625414139915557,-0.37974395436418584,1.354165563913003,422
0.9736416917173222,1.5740146879225108,-0.19089444228492916,0.0017804472073339017,-0.6367673123713108,312
-0.7034356214413683,-0.1774853357301348,0.6695082373080985,0.7648292503503734,0.6589971444331006,425
1.3275628350459838,-0.1774853357301348,-1.2359179397663393,-0.7612683559357056,-1.3822924548170716,144
-1.7166216395979288,-1.228385349921722,-1.5320079307194054,-1.1427927575072254,-1.070326414979801,61
-1.1822701094742634,0.1728146690003943,-0.20134467725974325,0.7648292503503734,1.6685880292608033,312
-0.03723111635212299,1.2237146831919816,-0.5218185498207091,0.0017804472073339017,1.7791271772346393,289
0.21490878314345943,-1.228385349921722,-0.49743466821280946,-1.5243171590787452,0.10752961731918528,254
-0.6687374701346368,1.5740146879225108,0.5441054176103293,-1.5243171590787452,1.3504809256472083,428
0.7376942628315478,-1.228385349921722,-0.49743466821280946,1.5278780534934129,0.6761921230068085,271
-0.5854619069984811,-0.8780853451911931,0.5545556525851434,0.0017804472073339017,1.1441411827627144,414
1.7023028691586841,0.5231146737309235,-0.8527426573564889,-1.5243171590787452,1.0827305449994722,248
-0.14826520053366388,0.1728146690003943,-1.3264866428813948,0.7648292503503734,-1.1980605415273449,117
0.4901807835101962,0.8734146784614526,1.167636104440904,1.5278780534934129,-0.4574482501026434,500
-1.3280023449625358,0.8734146784614526,1.0770674013258486,-1.5243171590787452,0.03874970302435397,471
0.4485430019421184,0.1728146690003943,0.15047990022566482,-0.37974395436418584,0.1873634464114002,359
-0.17833693166616454,1.5740146879225108,-1.3926714643885507,-0.7612683559357056,-0.007922381675710145,135
0.4485430019421184,-0.8780853451911931,-0.6750886627846492,0.0017804472073339017,-1.0052311389507642,216
-0.4651749824684785,-0.8780853451911931,-1.3160364079065807,0.7648292503503734,-0.9180280333269603,113
1.1656381289479032,-1.5786853546522512,1.1258351645416476,1.1463536519218933,1.2362571394075779,516
0.15707853096557356,0.5231146737309235,0.3455509530888614,-1.1427927575072254,-0.5753566746080685,373
0.9042453891038591,-0.1774853357301348,-1.0896146501189419,0.7648292503503734,-0.15039506128643215,180
-0.2708653351507819,-0.5277853404606639,-0.511368314845895,-1.5243171590787452,0.624607187285685,258
-1.7189348496850443,1.5740146879225108,0.5928731808261285,0.7648292503503734,-1.094890670085098,382
0.17789742174961248,-0.5277853404606639,-1.3543539361475658,1.1463536519218933,-1.5087983686093507,109
-1.3812061769661907,-0.5277853404606639,0.9342475233367225,-1.1427927575072254,0.13086565966921734,443
1.2350344315613664,0.1728146690003943,0.4848874194197161,1.5278780534934129,0.9279757378361018,430
-0.8699867477136797,0.8734146784614526,0.3978021279629319,-1.5243171590787452,-1.3540435614459803,356
-0.3772729991580919,0.8734146784614526,-0.3093304386661556,0.3833048487788537,-0.3284859107998347,279
-1.036537873985991,-0.1774853357301348,-1.6086429872013757,-1.5243171590787452,-0.6895804608476991,71
-1.7351273202948523,0.1728146690003943,1.5577782101672972,-0.7612683559357056,-0.6490494399239592,519
-1.207715420432533,-0.5277853404606639,1.6448635016240813,0.3833048487788537,-0.23514174139970648,542
0.029851976174224627,1.2237146831919816,0.16441354685875031,-0.7612683559357056,1.5469949664895837,384
1.4015855578336776,0.8734146784614526,-1.5041406374532347,1.1463536519218933,-1.284035434395884,115
-0.4605485622942476,1.5740146879225108,0.02856049218616698,0.0017804472073339017,-0.20812106078387987,332
0.3097503967151923,1.5740146879225108,-0.6716052511263778,-1.1427927575072254,-0.9499615649638462,229
1.387706297310985,-1.5786853546522512,-1.2394013514246107,-0.37974395436418584,-1.0580442874271525,142
-1.5546969334998484,-1.228385349921722,-0.5531692547451513,1.5278780534934129,0.2094712760061674,225
1.4501629696631018,1.2237146831919816,-0.8388090107234034,-0.37974395436418584,1.4192608399420397,256
0.4439165817678875,0.8734146784614526,0.20969789841627806,1.1463536519218933,1.322232032276117,391
1.6537254573292601,-0.8780853451911931,1.4358588021277994,0.0017804472073339017,1.3320577343182358,572
1.5912687849771434,0.8734146784614526,1.5717118568003827,-1.5243171590787452,0.17753774436928144,582
-0.590088327172712,-1.5786853546522512,-1.4449226392626213,0.7648292503503734,-1.086293180798244,87
0.02753876608710919,1.5740146879225108,0.5719727108765003,-0.7612683559357056,1.377501606263035,442
-1.6865499084654283,-0.5277853404606639,1.1989868093653464,1.1463536519218933,-0.9167998205716954,461
-1.2909909835686888,-0.8780853451911931,-1.1209653550433842,-0.7612683559357056,1.742280794576694,174
0.7885848847480873,0.1728146690003943,0.9795318748942502,-1.5243171590787452,-0.7276550562609093,468
1.498740381492526,0.5231146737309235,0.04597755047752382,0.0017804472073339017,-0.2032082097628205,354
0.6058412878659679,-0.5277853404606639,1.376640803937186,-1.1427927575072254,-1.062957138448212,513
