id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,condition_2,condition_3,condition_4,condition_5,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,waterfront_1,view_1,view_2,view_3,view_4
7129300520,20141013T000000,221900.0,-0.3987371485515761,-1.4474635685648216,-0.9798350208148431,-0.22832133180119432,-0.9154270041565511,-0.7347076376179391,-0.6586810403679764,-0.5448977711453652,-0.2101283863833084,66,-0.35257174794299895,-0.30607895777587113,-0.9433551980508941,5650,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6414100192,20141209T000000,538000.0,-0.3987371485515761,0.17560669527419376,0.5336343403143409,-0.18988537887043008,0.9365057745054546,0.4608408351894363,0.2451413974972064,-0.681078501637357,4.746677600764257,55,1.1615682340369569,-0.7463414313892777,-0.4326861903061278,7639,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5631500400,20150225T000000,180000.0,-1.4739593558685091,-1.4474635685648216,-1.4262540410040268,-0.123298470463993,-0.9154270041565511,-1.2298337728209936,-0.6586810403679764,-1.2938917888513197,-0.2101283863833084,16,1.2835366119944034,-0.13565477444163623,1.0701397467713272,8062,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2487200875,20141209T000000,604000.0,0.676485058765357,1.149448853577603,-0.13055005557688376,-0.24401440303548877,-0.9154270041565511,-0.8916988512189076,1.3975150057753145,-0.20444594491538595,-0.2101283863833084,58,-0.28328793561217736,-1.2718159966698017,-0.9141741118940503,5000,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1954400510,20150218T000000,510000.0,-0.3987371485515761,-0.1490073574936093,-0.4354215815597409,-0.16965338857144738,-0.9154270041565511,-0.13089527761421413,-0.6586810403679764,0.5445480727905684,-0.2101283863833084,37,0.40955018769609014,1.1993346616765035,-0.272190216443487,7503,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7237550310,20140512T000000,1225000.0,0.676485058765357,3.0971331701844216,3.636790944068423,2.096184665795528,-0.9154270041565511,2.53795535360225,2.7984397844663476,1.0211806295125394,-0.2101283863833084,29,0.6931807944254537,1.4833749672335954,4.0466105347693935,101930,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1321400060,20140627T000000,257500.0,-0.3987371485515761,0.17560669527419376,-0.3973126408118838,-0.2000979467659786,0.9365057745054546,-0.08862841241395338,-0.6586810403679764,0.8169095337745519,-0.2101283863833084,2,-1.806810100511988,-0.8031494925006557,0.36687557039139196,6819,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2008000270,20150115T000000,291850.0,-0.3987371485515761,-0.7982354630292154,-1.1104942462360676,-0.13027585136662548,-0.9154270041565511,-0.8796226040188331,-0.6586810403679764,-0.2725363101613818,-0.2101283863833084,68,-1.0865471348227287,-0.7179374008335382,-0.4910483626198154,9711,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2414600126,20150415T000000,229500.0,-0.3987371485515761,-1.4474635685648216,-0.3265388937087205,-0.18438073234516986,-0.9154270041565511,-0.8916988512189076,0.9907949087359822,-0.3746718580303756,-0.2101283863833084,60,-0.34463297778008434,-0.8741595688899538,-0.3013713026003308,8113,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3793500160,20150312T000000,323000.0,-0.3987371485515761,0.5002207480419968,-0.20676793707259805,-0.2063510320731821,0.9365057745054546,0.12270591358735035,-0.6586810403679764,1.0892709947585353,-0.2101283863833084,23,-1.3831684563640925,1.2987487686214403,0.5886518251834048,7570,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1736800520,20150403T000000,662500.0,-0.3987371485515761,0.5002207480419968,1.6115729500394431,-0.12822368051291003,-0.9154270041565511,0.08647717198712686,3.18256432055905,-0.20444594491538595,-0.2101283863833084,6,0.293355460766302,0.48923389778392534,0.32602204977181065,8925,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9212900260,20140527T000000,468000.0,-1.4739593558685091,-1.4474635685648216,-1.0016115583850471,-0.21987121652118963,-0.9154270041565511,-1.121147548020323,0.019185788030910707,-0.9874851452443383,-0.2101283863833084,49,0.9378392567186628,-0.5546142251382634,-0.957945741129316,6000,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
114101516,20140528T000000,310000.0,-0.3987371485515761,-1.4474635685648216,-0.707628301187292,0.11574321921408291,0.010539385174451769,-0.4328014576160766,-0.6586810403679764,-1.4981628845893071,-0.2101283863833084,16,1.412722053736243,-0.1072507438858968,-0.3013713026003308,12697,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6054650070,20141007T000000,400000.0,-0.3987371485515761,-0.47362141026141236,-0.7729579138979042,-0.13102429014856873,-0.9154270041565511,-0.5052589408165236,-0.6586810403679764,0.20409624656058917,-0.2101283863833084,37,0.37996022617979053,1.1993346616765035,-0.8995835688156284,10208,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1175000570,20150312T000000,530000.0,1.75170726608229,-0.1490073574936093,-0.2938740873534144,-0.24763588101263365,0.010539385174451769,0.02609593598675436,-0.6586810403679764,-2.4173828154102512,-0.2101283863833084,45,0.7934979810294638,-1.2789170043087617,-0.9141741118940503,4850,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9297300055,20150124T000000,650000.0,0.676485058765357,1.149448853577603,0.9473885541482184,-0.24401440303548877,0.9365057745054546,0.23139213838802083,1.533088371455092,0.27218661180658504,-0.2101283863833084,56,0.0818954918815379,-1.1439978591691256,0.22388824822285738,4000,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1875500060,20140731T000000,395000.0,-0.3987371485515761,-0.1490073574936093,-0.20676793707259805,-0.025759996946224425,0.9365057745054546,0.12270591358735035,-0.6586810403679764,0.782864351151554,-0.2101283863833084,11,1.2099225613928637,1.7887182957073655,-0.14087532873768996,14018,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6865200140,20140529T000000,485000.0,0.676485058765357,-1.4474635685648216,-0.5225277318405573,-0.2609146335954982,0.010539385174451769,-0.2275052552148101,-0.6586810403679764,-1.8726598934422845,-0.2101283863833084,42,0.7559692493502496,-0.9167656147235126,-0.549410534933503,4300,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
16000397,20141205T000000,189000.0,-1.4739593558685091,-1.4474635685648216,-0.958058483244639,-0.12691994844113788,-0.9154270041565511,-0.7105551432177901,-0.6586810403679764,-1.7024339803272948,-0.2101283863833084,1,-1.8125837515395438,0.027668401253739476,-1.351890404246707,5095,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7983200060,20150424T000000,230000.0,-0.3987371485515761,-1.4474635685648216,-0.9036171393191288,-0.1287548306162246,-0.9154270041565511,-0.6501739072174175,-0.6586810403679764,-0.06826521442339425,-0.2101283863833084,2,-1.6292703314142416,-0.6540283320832001,-1.0308984565214254,8850,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6300500875,20140514T000000,385000.0,0.676485058765357,-0.47362141026141236,-0.5007511942703532,-0.24449726676577477,-0.9154270041565511,-1.121147548020323,1.058581591575871,-0.8172592321293487,-0.2101283863833084,57,1.0280525540244505,-0.9025635994455924,-0.8558119395803627,4980,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2524049179,20140826T000000,2000000.0,-0.3987371485515761,0.8248348008097999,1.0562712419992388,0.7185020137300756,-0.9154270041565511,0.6540607903906283,0.9681993477893527,-0.10231039704639218,-0.2101283863833084,25,-0.20534364674002226,-0.13565477444163623,3.09822523467197,20336,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
7137970340,20140703T000000,285000.0,1.75170726608229,0.5002207480419968,0.20698627676127956,-0.21262826056689987,0.9365057745054546,0.5816033071901813,-0.6586810403679764,0.8169095337745519,-0.2101283863833084,40,-1.6848417225545929,0.3188097144496905,0.3697936790070763,7005,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8091400200,20140516T000000,252700.0,-1.4739593558685091,-0.7982354630292154,-1.0996059774509654,-0.1319175880495978,-0.9154270041565511,-0.8675463568187586,-0.6586810403679764,0.47645770754457256,-0.2101283863833084,18,-1.4921461195094874,0.34011273736646985,-1.1184417149919568,8386,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3814700200,20141120T000000,329000.0,-0.3987371485515761,0.17560669527419376,0.4029751148931163,-0.20779962326404006,0.9365057745054546,0.7989757567915223,-0.6586810403679764,0.47645770754457256,-0.2101283863833084,18,-1.3434746055495703,0.2975066915329111,0.31143150669338876,6865,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1202000200,20141103T000000,233000.0,-0.3987371485515761,-0.1490073574936093,-0.4027567752044348,-0.2513297885493214,0.010539385174451769,-0.09466653601399062,-0.6586810403679764,-1.0215303278673362,-0.2101283863833084,1,-1.8421737130558433,-0.02913965985773943,-1.395662033481973,4705,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1794500383,20140626T000000,937000.0,-0.3987371485515761,-0.47362141026141236,0.4029751148931163,-0.29976102069700555,0.9365057745054546,-0.046361547213692636,0.9230082258960935,-1.9067050760652824,-0.2101283863833084,53,0.5668821781973405,-1.0374827445852286,-0.3305523887571746,3573,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3303700376,20141201T000000,667000.0,-0.3987371485515761,-1.4474635685648216,-0.7402931075425981,-0.3265599577278776,0.010539385174451769,-0.46903019921630007,-0.6586810403679764,-2.11097617180327,-0.2101283863833084,48,0.44780062575377455,-0.7108363931945781,-0.18464695797295563,3861,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5101402488,20140624T000000,438000.0,-0.3987371485515761,-0.47362141026141236,-0.6096338821213736,-0.21069680564575594,-0.9154270041565511,-1.2056812784208446,0.9907949087359822,-0.7832140495063508,-0.2101283863833084,49,0.9739245756409881,-0.6398263168053808,-0.6807254226393,6235,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1873100390,20150302T000000,719000.0,0.676485058765357,0.5002207480419968,0.5336343403143409,-0.1915512587399167,0.9365057745054546,0.9438907231924163,-0.6586810403679764,1.1573613600045312,-0.2101283863833084,28,1.0626944601898356,0.7377691651463176,0.9388248590655301,6026,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
